"canonical_asset_id","source_labels","source_occurrences","canonical_title","canonical_title_status","visible_text","normalized_text","text_fingerprint","text_fingerprint_status","file_sha256","perceptual_hash","image_width","image_height","aspect_ratio","preview_file","preview_width","preview_height","material_final_path","selection_map_path","asset_status"
"RDL-026","[""5.12""]","[{""occurrenceId"":""5.12-M1-RDL-02"",""set"":""5.12"",""sourceDate"":""2026-05-12"",""sourceFile"":""5月/Questions/5.12-M1.pdf"",""questionRange"":{""start"":23,""end"":25},""rdlType"":""Read an article.""}]","Actor Returns To Campus","reviewed_canonical","Award Winner Returns to Alma Mater By Kevin Martin
Students were stunned when actor Daniel Rivero, famous for his award-winning role in Horizon's Edge, visited Ashburn College on Monday. Rivero, a recent graduate of the Theater Arts program, returned to lead an impromptu drama workshop. Students crowded the theater hall, snapping selfies with the star and asking about his journey from Ashburn to Hollywood. ""I skipped lunch just to hear him,"" said sophomore Lily Chen. Rivero shared stories from his early auditions, including moments of rejection that taught him resilience. ""Embrace failure—it's the doorway to invention,"" he told students. He also praised Ashburn's faculty for fostering his love of storytelling. ""It feels like I never left,"" he added. The visit sparked excitement across campus, with social media flooded by photos from the workshop. For many students, it was a reminder that big dreams can start in small classrooms.","award winner returns to alma mater by kevin martin students were stunned when actor daniel rivero, famous for his award-winning role in horizon's edge, visited ashburn college on monday. rivero, a recent graduate of the theater arts program, returned to lead an impromptu drama workshop. students crowded the theater hall, snapping selfies with the star and asking about his journey from ashburn to hollywood. ""i skipped lunch just to hear him,"" said sophomore lily chen. rivero shared stories from his early auditions, including moments of rejection that taught him resilience. ""embrace failure—it's the doorway to invention,"" he told students. he also praised ashburn's faculty for fostering his love of storytelling. ""it feels like i never left,"" he added. the visit sparked excitement across campus, with social media flooded by photos from the workshop. for many students, it was a reminder that big dreams can start in small classrooms.","sha256:0dbb2bc256eff3c217e96fcb6374b9db4b5f22fbc92abe504c18a186dea74d40","available","51f57c8729f018fccbbe711312e7f6007e79594b04d60a67c6963b11e4cbac40","bdd0506a5a1d5a9d","2264","2298","0.98520453","RDL_DEDUP_PREVIEWS/RDL-026.jpg","788","800","public/reading/rdl/rdl-026/material_final.png","public/reading/rdl/rdl-026/selection_map.json","frozen_verified"
"RDL-027","[""5.13""]","[{""occurrenceId"":""5.13-M1-RDL-02"",""set"":""5.13"",""sourceDate"":""2026-05-13"",""sourceFile"":""5月/Questions/5.13-M1.pdf"",""questionRange"":{""start"":23,""end"":24},""rdlType"":""Read a notice.""}]","Student Center Closure","reviewed_canonical","Student Center Closure
The student center will be closed for renovations from April 5 to April 20. All scheduled events during this period are canceled. We apologize for any inconvenience this may cause. The center will reopen on April 21 with new features and improvements.","student center closure the student center will be closed for renovations from april 5 to april 20. all scheduled events during this period are canceled. we apologize for any inconvenience this may cause. the center will reopen on april 21 with new features and improvements.","sha256:48d9e85efa5fc0666e1e3f8bdedd61b48d74bff9ec9b784fc7b2fa20d3b85d75","available","f32e3b6a15f269251df6c3696f726002b246580c23882728f617a9c625397335","a570d48f430f6a97","2232","1082","2.06284658","RDL_DEDUP_PREVIEWS/RDL-027.jpg","800","388","public/reading/rdl/rdl-027/material_final.png","public/reading/rdl/rdl-027/selection_map.json","frozen_verified"
"RDL-028","[""5.13""]","[{""occurrenceId"":""5.13-M1-RDL-04"",""set"":""5.13"",""sourceDate"":""2026-05-13"",""sourceFile"":""5月/Questions/5.13-M1.pdf"",""questionRange"":{""start"":28,""end"":30},""rdlType"":""Read an article.""}]","Dorm Startup Goes Viral","reviewed_canonical","DORM STARTUP GOES VIRAL
Two computer science majors, Priya Singh and Marco Alvarez, transformed a late-night coding session into a nationwide sensation. Their app, PlanForge, designed to help students organize assignments and track deadlines, was launched from their dorm room at the end of the semester.
""We built it to survive finals,"" Priya laughed. Within a week, downloads skyrocketed past 10,000, and alumni investors began reaching out. The duo has been invited to present at a major tech conference. ""It's surreal,"" Marco said. ""We never imagined this level of attention."" Students are thrilled. ""It's a lifesaver—| finally feel on top of my work,"" said sophomore Jenna Brooks. The university's entrepreneurship center has offered mentorship to the two computer science majors. Professors have called the innovation a perfect example of student creativity. Priya and Marco hope to expand the app's features to include group-project tools and reminders, proving big ideas can start in small dorm rooms.","dorm startup goes viral two computer science majors, priya singh and marco alvarez, transformed a late-night coding session into a nationwide sensation. their app, planforge, designed to help students organize assignments and track deadlines, was launched from their dorm room at the end of the semester. ""we built it to survive finals,"" priya laughed. within a week, downloads skyrocketed past 10,000, and alumni investors began reaching out. the duo has been invited to present at a major tech conference. ""it's surreal,"" marco said. ""we never imagined this level of attention."" students are thrilled. ""it's a lifesaver—| finally feel on top of my work,"" said sophomore jenna brooks. the university's entrepreneurship center has offered mentorship to the two computer science majors. professors have called the innovation a perfect example of student creativity. priya and marco hope to expand the app's features to include group-project tools and reminders, proving big ideas can start in small dorm rooms.","sha256:7a74ba62d5f322479ce805bb53e8c229cc0c36df77300668d59d7281e1691f2c","available","a1c15b3d28d4bbfe78e32245b726afc5b0e8899a73ac7617b2c931862959c124","aff0f0e2871e4a0b","2474","2508","0.98644338","RDL_DEDUP_PREVIEWS/RDL-028.jpg","789","800","public/reading/rdl/rdl-028/material_final.png","public/reading/rdl/rdl-028/selection_map.json","frozen_verified"
"RDL-029","[""5.17""]","[{""occurrenceId"":""5.17-M1-RDL-01"",""set"":""5.17"",""sourceDate"":""2026-05-17"",""sourceFile"":""5月/Questions/5.17-M1.pdf"",""questionRange"":{""start"":21,""end"":22},""rdlType"":""Read an email.""}]","Booking Inquiry","reviewed_canonical","Subject: Booking inquiry
Dear Ms. White,
Thanks for your inquiry about a conference room at Midtown Center for your state-wide student government meeting. Since you plan to have about 100 attendees, we recommend one of our large conference rooms. A 20 percent deposit is required for placing a reservation.
Regards, David Lee","subject: booking inquiry dear ms. white, thanks for your inquiry about a conference room at midtown center for your state-wide student government meeting. since you plan to have about 100 attendees, we recommend one of our large conference rooms. a 20 percent deposit is required for placing a reservation. regards, david lee","sha256:28c72c4f350c62fdb04925c7b3603f99ec2ac943f72cfed8730f378568b93d2d","available","48c0ce24fb3ee3e4160894bcd978351a95859b334371b0dabb744ff8a09d0e2d","af3890366a83f4ce","2182","1194","1.82747069","RDL_DEDUP_PREVIEWS/RDL-029.jpg","800","438","public/reading/rdl/rdl-029/material_final.png","public/reading/rdl/rdl-029/selection_map.json","frozen_verified"
"RDL-030","[""5.17""]","[{""occurrenceId"":""5.17-M1-RDL-02"",""set"":""5.17"",""sourceDate"":""2026-05-17"",""sourceFile"":""5月/Questions/5.17-M1.pdf"",""questionRange"":{""start"":23,""end"":24},""rdlType"":""Read a blog post.""}]","Review Of The Kansas Kerfuffle","reviewed_canonical","Reviews and Opinions @CampusDaily
Review of The Kansas Kerfuffle Posted by Elizabeth Wrenn, October 15
In this sharp-witted comedy, a minor zoning error spirals into a full-blown town-wide feud—a kerfuffle!— complete with bake sale sabotage, runaway goats, and a mayoral debate held in a bowling alley. The movie delivers fast-paced laughs and small-town charm, proving that bureaucracy can be hilariously unpredictable.","reviews and opinions @campusdaily review of the kansas kerfuffle posted by elizabeth wrenn, october 15 in this sharp-witted comedy, a minor zoning error spirals into a full-blown town-wide feud—a kerfuffle!— complete with bake sale sabotage, runaway goats, and a mayoral debate held in a bowling alley. the movie delivers fast-paced laughs and small-town charm, proving that bureaucracy can be hilariously unpredictable.","sha256:af50353123bd99307c12f36d0e1657398bc680090fcf9e9712a9f12621e137ca","available","07b96bfab561807e07b63c8fca3d69a0130ad2fdc9aaf43d1b874bc3fdbfa512","af87434b703478f8","2084","1422","1.46554149","RDL_DEDUP_PREVIEWS/RDL-030.jpg","800","546","public/reading/rdl/rdl-030/material_final.png","public/reading/rdl/rdl-030/selection_map.json","frozen_verified"
"RDL-031","[""5.17""]","[{""occurrenceId"":""5.17-M1-RDL-03"",""set"":""5.17"",""sourceDate"":""2026-05-17"",""sourceFile"":""5月/Questions/5.17-M1.pdf"",""questionRange"":{""start"":25,""end"":27},""rdlType"":""Read an email.""}]","My Thesis Proposal","reviewed_canonical","mica.agst@dmail.com From:
Subject: My thesis proposal
Dear Professor Carter,
I just want to express my appreciation for your thoughtful feedback on my thesis proposal about renewable-energy adoption. Your notes on tightening the methodology and adding comparative case studies were very helpful and gave me a clearer path forward. I have already updated my outline with those changes and plan to send the revised version of the entire proposal next Monday. I also really appreciate you making time during office hours to discuss my questions with me and for sharing the relevant policy-analysis resources—they are exactly what I need. Your support has made a real difference in how I'm approaching this work, and I feel much more confident about the next steps. I am sincerely grateful for all you have done for me.
Best regards, Micah Agostino","mica.agst@dmail.com from: subject: my thesis proposal dear professor carter, i just want to express my appreciation for your thoughtful feedback on my thesis proposal about renewable-energy adoption. your notes on tightening the methodology and adding comparative case studies were very helpful and gave me a clearer path forward. i have already updated my outline with those changes and plan to send the revised version of the entire proposal next monday. i also really appreciate you making time during office hours to discuss my questions with me and for sharing the relevant policy-analysis resources—they are exactly what i need. your support has made a real difference in how i'm approaching this work, and i feel much more confident about the next steps. i am sincerely grateful for all you have done for me. best regards, micah agostino","sha256:48fa2774798344feff1620fd7da5a54a051f549b8d5070ed16b1245e81ad2441","available","0a20d9bafa820f13ad6c01f77d0bc3307d383e8d62a15f751d560fa2abccad02","bf3894397ac26a85","2358","2214","1.06504065","RDL_DEDUP_PREVIEWS/RDL-031.jpg","800","751","public/reading/rdl/rdl-031/material_final.png","public/reading/rdl/rdl-031/selection_map.json","frozen_verified"
"RDL-032","[""5.17""]","[{""occurrenceId"":""5.17-M1-RDL-04"",""set"":""5.17"",""sourceDate"":""2026-05-17"",""sourceFile"":""5月/Questions/5.17-M1.pdf"",""questionRange"":{""start"":28,""end"":30},""rdlType"":""Read a message exchange.""}]","Student Hiking Plans","reviewed_canonical","Angela Kim (5:00 p.m.) Hi everyone! Want to join me for a hike on Saturday at Green Valley with the Student Outdoors Club? Tom Davies (5:05 p.m.) What time? Angela Kim (5:10 p.m.) Let's meet at the trailhead at 8:00 A.M. Starting early will help us beat the heat, which starts creeping in at9:00A.M. or So. Sara Perez (5:15 p.M.) What should we bring? Angela Kim (5:20 p.m.) Well, for sure, bring PLENTY of water. Tom Davies (5:25 p.m.) I'll bring extra water—good point about the heat! Do we need a permit? I have heard that some hiking areas are now being protected. Angela Kim (5:30 p.M.) Let me check on that, Tom. Parking is limitedcarpooling is best. Milton Marks (5:35 P.M.) I can drive! I've got room for three. Tom Davies (5:40 p.M.) l'll take that offer, Milton.","angela kim (5:00 p.m.) hi everyone! want to join me for a hike on saturday at green valley with the student outdoors club? tom davies (5:05 p.m.) what time? angela kim (5:10 p.m.) let's meet at the trailhead at 8:00 a.m. starting early will help us beat the heat, which starts creeping in at9:00a.m. or so. sara perez (5:15 p.m.) what should we bring? angela kim (5:20 p.m.) well, for sure, bring plenty of water. tom davies (5:25 p.m.) i'll bring extra water—good point about the heat! do we need a permit? i have heard that some hiking areas are now being protected. angela kim (5:30 p.m.) let me check on that, tom. parking is limitedcarpooling is best. milton marks (5:35 p.m.) i can drive! i've got room for three. tom davies (5:40 p.m.) l'll take that offer, milton.","sha256:600296c2dc167a7649f3501748d72e8133992432bebc50d9695332062f024983","available","7c6f9102f68e1517e78fd915edfacb5684250ac67a3033d805d01f43c94478bb","9f62626376636293","2232","2322","0.96124031","RDL_DEDUP_PREVIEWS/RDL-032.jpg","769","800","public/reading/rdl/rdl-032/material_final.png","public/reading/rdl/rdl-032/selection_map.json","frozen_verified"
"RDL-033","[""5.18A""]","[{""occurrenceId"":""5.18A-M1-RDL-01"",""set"":""5.18A"",""sourceDate"":""2026-05-18"",""sourceFile"":""5月/Questions/5.18A-M1.pdf"",""questionRange"":{""start"":21,""end"":22},""rdlType"":""Read a form.""}]","Membership Application Form","reviewed_canonical","Membership Application Form
First Name:
Last Name:
Address:
City:
Country:
Phone Number:
Email Address:
Annual Membership Type (Check one):
• Individual - $50 • Student - $30 J Family - $90
Please read and agree to the terms and conditions before submitting. Thank you for your interest in joining our community.","membership application form first name: last name: address: city: country: phone number: email address: annual membership type (check one): • individual - $50 • student - $30 j family - $90 please read and agree to the terms and conditions before submitting. thank you for your interest in joining our community.","sha256:1af6e0b13c2fbcee357eafbd48ed3f55e94f7e2d6ef29a4d1b526da9b3088946","available","337f56c29fcb7ad412f071bf688061c0a20a652e8bec5d98c9e31e711d503a7f","bfc1683c6861d24f","2341","2240","1.04508929","RDL_DEDUP_PREVIEWS/RDL-033.jpg","800","765","public/reading/rdl/rdl-033/material_final.png","public/reading/rdl/rdl-033/selection_map.json","frozen_verified"
"RDL-034","[""5.18A"",""6.23A"",""6.30B"",""6.7C""]","[{""occurrenceId"":""5.18A-M1-RDL-02"",""set"":""5.18A"",""sourceDate"":""2026-05-18"",""sourceFile"":""5月/Questions/5.18A-M1.pdf"",""questionRange"":{""start"":23,""end"":25},""rdlType"":""Read a notice.""},{""occurrenceId"":""6.23A-M1-RDL-03"",""set"":""6.23A"",""sourceDate"":""2026-06-23"",""sourceFile"":""6月/PDF/M1_20260623A_ R_01-35_PDF.pdf"",""questionRange"":{""start"":25,""end"":27},""rdlType"":""Read a notice.""},{""occurrenceId"":""6.30B-M1-RDL-04"",""set"":""6.30B"",""sourceDate"":""2026-06-30"",""sourceFile"":""6月/PDF/M1_20260630B_ R_01-35_PDF.pdf"",""questionRange"":{""start"":28,""end"":30},""rdlType"":""Read a notice.""},{""occurrenceId"":""6.7C-M1-RDL-04"",""set"":""6.7C"",""sourceDate"":""2026-06-07"",""sourceFile"":""6月/题目/套题/TOEFL_Reading_6.7C.docx"",""questionRange"":{""start"":28,""end"":30},""rdlType"":""Read a notice.""}]","The University Photography Club","reviewed_canonical","The University Photography Club
The University Photography Club invites you to a weekend of learning and creativity at the Student Center, Meeting Hall B. This annual event is perfect for beginners and experienced photographers alike. Enjoy hands-on sessions, expert tips, and a chance to showcase your work.
Saturday, October 16 • 9:00-10:30: Registration and Welcome Coffee • 10:30-12:00: Introduction to Photography-basics of camera settings, composition, and lighting • 12:00-1:30: Lunch break (lunch provided) • 1:30-3:00: Portrait Photography-techniques for stunning portraits •3:00-4:30: Landscape Photography-tips for nature and outdoor shots Sunday, October 17 • 9:00-10:30: Photo Editing Workshop-enhance images with editing software • 10:30-12:00: Street Photography-capture candid urban moments • 12:00-1:30: Lunch break (lunch provided) • 1:30-3:00: Advanced Techniques-creative methods for unique shots • 3:00-4:30: Juried Photo Contest-submit your best photos for prizes Register at university.edu/photoclub/register. Contact 555-1234 or info@photoclub.university.edu. for any queries. We look forward to seeing you there and capturing beautiful moments together!","the university photography club the university photography club invites you to a weekend of learning and creativity at the student center, meeting hall b. this annual event is perfect for beginners and experienced photographers alike. enjoy hands-on sessions, expert tips, and a chance to showcase your work. saturday, october 16 • 9:00-10:30: registration and welcome coffee • 10:30-12:00: introduction to photography-basics of camera settings, composition, and lighting • 12:00-1:30: lunch break (lunch provided) • 1:30-3:00: portrait photography-techniques for stunning portraits •3:00-4:30: landscape photography-tips for nature and outdoor shots sunday, october 17 • 9:00-10:30: photo editing workshop-enhance images with editing software • 10:30-12:00: street photography-capture candid urban moments • 12:00-1:30: lunch break (lunch provided) • 1:30-3:00: advanced techniques-creative methods for unique shots • 3:00-4:30: juried photo contest-submit your best photos for prizes register at university.edu/photoclub/register. contact 555-1234 or info@photoclub.university.edu. for any queries. we look forward to seeing you there and capturing beautiful moments together!","sha256:d4e4f5a94dc42b139d959158ac1f491cbf503d4c4b90d08e645b76f42372740f","available","ab3deef5afc50415032854d072554c7e600f02a0ec46da9183334cc51f1d3322","bf80414985b787b7","2456","2526","0.9722882","RDL_DEDUP_PREVIEWS/RDL-034.jpg","778","800","public/reading/rdl/rdl-034/material_final.png","public/reading/rdl/rdl-034/selection_map.json","frozen_verified"
"RDL-035","[""5.18B""]","[{""occurrenceId"":""5.18B-M1-RDL-01"",""set"":""5.18B"",""sourceDate"":""2026-05-18"",""sourceFile"":""5月/Questions/5.18B.pdf"",""questionRange"":{""start"":21,""end"":22},""rdlType"":""Read a course description.""}]","Biol 101 Introduction To Biology","reviewed_canonical","BIOL 101 Introduction to Biology
This course explores fundamental principles of biology, including cellular organization, genetics, evolution, ecology, and physiology. Coursework consists of lectures, weekly laboratory sessions, and discussions.
Lectures Tues/Thurs 9:30–11:00 A.M.; labs Wed 3:00–5:00 P.M.
Open to first-year students; no prerequisites.
The course emphasizes scientific thinking and best research practices.","biol 101 introduction to biology this course explores fundamental principles of biology, including cellular organization, genetics, evolution, ecology, and physiology. coursework consists of lectures, weekly laboratory sessions, and discussions. lectures tues/thurs 9:30–11:00 a.m.; labs wed 3:00–5:00 p.m. open to first-year students; no prerequisites. the course emphasizes scientific thinking and best research practices.","sha256:df6b179c22c262a5239070c09de853a5caf64d5f38e22fbe70769693dd34490f","available","2762ca3d657386448d1912fc72ecf5e582760ff233adbdcc74e2203c626af9f9","87d898854b7e67c2","578","499","1.15831663","RDL_DEDUP_PREVIEWS/RDL-035.jpg","578","499","public/reading/rdl/rdl-035/material_final.png","public/reading/rdl/rdl-035/selection_map.json","frozen_verified"
"RDL-036","[""5.18B"",""5.19""]","[{""occurrenceId"":""5.18B-M1-RDL-02"",""set"":""5.18B"",""sourceDate"":""2026-05-18"",""sourceFile"":""5月/Questions/5.18B.pdf"",""questionRange"":{""start"":23,""end"":24},""rdlType"":""Read a webpage.""},{""occurrenceId"":""5.19-M1-RDL-01"",""set"":""5.19"",""sourceDate"":""2026-05-19"",""sourceFile"":""5月/Questions/5.19-M1.pdf"",""questionRange"":{""start"":21,""end"":22},""rdlType"":""Read a webpage.""}]","Welcome To Movie Mania","reviewed_canonical","https://www.moviemania.com
Welcome to Movie Mania
Your ultimate source for movie reviews, trailers, and news. Discover the latest releases, read in-depth reviews, and watch trailers of upcoming films. Join our community to discuss your favorite movies and get recommendations.
Visit us at www.moviemania.com","https://www.moviemania.com welcome to movie mania your ultimate source for movie reviews, trailers, and news. discover the latest releases, read in-depth reviews, and watch trailers of upcoming films. join our community to discuss your favorite movies and get recommendations. visit us at www.moviemania.com","sha256:bf7c097d85206dc2f6ce9b5a7d5dd1345883675f370b4cec07cd997b6e72b0d2","available","fb69ba9a0583beadea941ecb453558307320654d01c638b21a0632bcb45ebd38","b15a561762ec6ba1","586","474","1.23628692","RDL_DEDUP_PREVIEWS/RDL-036.jpg","586","474","public/reading/rdl/rdl-036/material_final.png","public/reading/rdl/rdl-036/selection_map.json","frozen_verified"
"RDL-037","[""5.18B"",""5.19""]","[{""occurrenceId"":""5.18B-M1-RDL-03"",""set"":""5.18B"",""sourceDate"":""2026-05-18"",""sourceFile"":""5月/Questions/5.18B.pdf"",""questionRange"":{""start"":25,""end"":27},""rdlType"":""Read a social media post.""},{""occurrenceId"":""5.19-M1-RDL-03"",""set"":""5.19"",""sourceDate"":""2026-05-19"",""sourceFile"":""5月/Questions/5.19-M1.pdf"",""questionRange"":{""start"":25,""end"":27},""rdlType"":""Read a social media post.""}]","Flex And Flow Opening","reviewed_canonical","David White
I have exciting news for all fitness enthusiasts and those looking to start their wellness journey. I am thrilled to announce the opening of my new fitness studio, Flex & Flow, located right in the heart of downtown Toronto! Our grand opening will be next Saturday, and we have an amazing lineup of activities to celebrate. Take advantage of free workout classes, where you can participate in yoga, pilates, and strength training. Meet our special guest trainers and learn from the best in the business. You can also enjoy free nutritious snacks provided by local vendors. Flex & Flow is all about creating a supportive community where you can achieve your fitness goals while having fun. Whether you’re a seasoned athlete or just beginning, we have something for everyone. For more details and to RSVP, visit our website at www.flexandflow.ca.
Like Comment","david white i have exciting news for all fitness enthusiasts and those looking to start their wellness journey. i am thrilled to announce the opening of my new fitness studio, flex & flow, located right in the heart of downtown toronto! our grand opening will be next saturday, and we have an amazing lineup of activities to celebrate. take advantage of free workout classes, where you can participate in yoga, pilates, and strength training. meet our special guest trainers and learn from the best in the business. you can also enjoy free nutritious snacks provided by local vendors. flex & flow is all about creating a supportive community where you can achieve your fitness goals while having fun. whether you're a seasoned athlete or just beginning, we have something for everyone. for more details and to rsvp, visit our website at www.flexandflow.ca. like comment","sha256:adc36fd124c6f75a8db095d3ced8dd49d1db5bfc01a9b8f40e8a068aad8d4cd9","available","907f4fb85590ad11c10b1af795ba34680ddfbf49599d9c2a1b0534decbb48dd3","953f766a6a6a228a","565","679","0.83210604","RDL_DEDUP_PREVIEWS/RDL-037.jpg","565","679","public/reading/rdl/rdl-037/material_final.png","public/reading/rdl/rdl-037/selection_map.json","frozen_verified"
"RDL-038","[""5.18B""]","[{""occurrenceId"":""5.18B-M1-RDL-04"",""set"":""5.18B"",""sourceDate"":""2026-05-18"",""sourceFile"":""5月/Questions/5.18B.pdf"",""questionRange"":{""start"":28,""end"":30},""rdlType"":""Read a course description.""}]","English 202: The Sonnet","reviewed_canonical","English 202: The Sonnet
The sonnet entered English literature in the early sixteenth century, adapted from the Italian form pioneered by Petrarch, and has inspired experimentation ever since. Poets writing in English have created endless variations on the basic formula of fourteen lines of rhymed verse in iambic pentameter. From the Renaissance to the modern era, poets have used the sonnet form to explore romantic, existential, and political themes in ways both serious and satiric. Because the sonnet is governed by strict formal rules, it is sometimes used to playfully illuminate the tension between constraint and creative freedom.
Readings will include sonnets by Sir Philip Sidney, William Shakespeare, John Donne, William Wordsworth, Claude McKay, Gwendolyn Brooks, Edna St. Vincent Millay, Cathy Park Hong, and Jericho Brown. Students will experiment with writing their own sonnets and will read them aloud in class. A final ten-page term paper will be due on May 15.","english 202: the sonnet the sonnet entered english literature in the early sixteenth century, adapted from the italian form pioneered by petrarch, and has inspired experimentation ever since. poets writing in english have created endless variations on the basic formula of fourteen lines of rhymed verse in iambic pentameter. from the renaissance to the modern era, poets have used the sonnet form to explore romantic, existential, and political themes in ways both serious and satiric. because the sonnet is governed by strict formal rules, it is sometimes used to playfully illuminate the tension between constraint and creative freedom. readings will include sonnets by sir philip sidney, william shakespeare, john donne, william wordsworth, claude mckay, gwendolyn brooks, edna st. vincent millay, cathy park hong, and jericho brown. students will experiment with writing their own sonnets and will read them aloud in class. a final ten-page term paper will be due on may 15.","sha256:66b31dfa84747ab769569d5e2af78d60691cea9cf060882ea53bb576fa631545","available","a231b8d9f27b1fe4de8294781dfb8e601a8ec1221e0277cf2ecfd9503aae7903","ab1a1335d51aa557","605","674","0.89762611","RDL_DEDUP_PREVIEWS/RDL-038.jpg","605","674","public/reading/rdl/rdl-038/material_final.png","public/reading/rdl/rdl-038/selection_map.json","frozen_verified"
"RDL-039","[""5.19""]","[{""occurrenceId"":""5.19-M1-RDL-02"",""set"":""5.19"",""sourceDate"":""2026-05-19"",""sourceFile"":""5月/Questions/5.19-M1.pdf"",""questionRange"":{""start"":23,""end"":24},""rdlType"":""Read an email exchange.""}]","Solar Panels For University Library","reviewed_canonical","student.government.president@rowancourt.edu From:
Subject: Solar panels for university library
Dear Eldric,
Solar panels on the university library roof can cut power bills by 30 percent, lower carbon emissions, and help us meet our green goals.
Best, Eriselle Johnson
facilities.management@rowancourt.edu From:
Subject: Solar panels for university library
Dear Eriselle,
Installation costs on solar panels are high and would strain the budget. We could fundraise or apply for state grants.
Best, Eldric Smith","student.government.president@rowancourt.edu from: subject: solar panels for university library dear eldric, solar panels on the university library roof can cut power bills by 30 percent, lower carbon emissions, and help us meet our green goals. best, eriselle johnson facilities.management@rowancourt.edu from: subject: solar panels for university library dear eriselle, installation costs on solar panels are high and would strain the budget. we could fundraise or apply for state grants. best, eldric smith","sha256:8a2a75fa57768c7da8ffabfd8572230e7a5c88a351236eb7aab221049a0e1820","available","5ab80471dbb549d037e0b0c2659b2fdb63f792a827d13673938213b9218dc813","af2ae83a78c1cb29","2448","2495","0.98116232","RDL_DEDUP_PREVIEWS/RDL-039.jpg","785","800","public/reading/rdl/rdl-039/material_final.png","public/reading/rdl/rdl-039/selection_map.json","frozen_verified"
"RDL-040","[""5.20A"",""6.9A""]","[{""occurrenceId"":""5.20A-M1-RDL-01"",""set"":""5.20A"",""sourceDate"":""2026-05-20"",""sourceFile"":""5月/Questions/5.20A-M1.pdf"",""questionRange"":{""start"":21,""end"":22},""rdlType"":""Read an advertisement.""},{""occurrenceId"":""6.9A-M1-RDL-02"",""set"":""6.9A"",""sourceDate"":""2026-06-09"",""sourceFile"":""6月/PDF/M1_20260609A_R_01-35_PDF.pdf"",""questionRange"":{""start"":23,""end"":24},""rdlType"":""Read an advertisement.""}]","Sign Language Interpreter Needed","reviewed_canonical","SIGN LANGUAGE INTERPRETER NEEDED The Student Affairs Office seeks an interpreter for student council meetings.
Г
| Responsibilities include interpreting discussions , into American Sign Language. • Hours: Wednesdays, 3-5 P.M. • Pay: $25 per hour. Ideal for experienced ASL users. 1 Applicants must be full-time students.
L.
Email by Friday to apply.","sign language interpreter needed the student affairs office seeks an interpreter for student council meetings. г | responsibilities include interpreting discussions , into american sign language. • hours: wednesdays, 3-5 p.m. • pay: $25 per hour. ideal for experienced asl users. 1 applicants must be full-time students. l. email by friday to apply.","sha256:8cbaaacd1b149cf22cf0b1f82bbafefb3b10b1e7dc436c46d774c9f7ac7348d8","available","7fa32d0d2a60cfc1edd88852ffc8b9666b6173fafbd0d5d2748406bff36ecf42","b560d19fca96466c","1676","2030","0.82561576","RDL_DEDUP_PREVIEWS/RDL-040.jpg","660","800","public/reading/rdl/rdl-040/material_final.png","public/reading/rdl/rdl-040/selection_map.json","frozen_verified"
"RDL-041","[""5.20A""]","[{""occurrenceId"":""5.20A-M1-RDL-02"",""set"":""5.20A"",""sourceDate"":""2026-05-20"",""sourceFile"":""5月/Questions/5.20A-M1.pdf"",""questionRange"":{""start"":23,""end"":25},""rdlType"":""Read a notice.""}]","Frankson Library Relocation","reviewed_canonical","Frankson Library Renovation and Temporary Relocation Attention University Community:
Beginning October 10, the Frankson Library will undergo a major renovation to enhance study spaces and technological resources. The project is scheduled to continue through March 15. During this period, the library's operational services will be temporarily relocated to the second and third floors of the Meyer Student Union Building. The temporary library spaces will operate weekdays from 8:00 A.M. to 10:00 P.M. and on weekends from 10:00 A.M. to 6:00 P.M.
Library administrative offices will be temporarily relocated to the university's Main Building.
Extra shuttle buses will run between the Main Quad and the Meyer Student Union Building to accommodate increased traffic. Students are encouraged to explore our expanded digital resources available through the university's online portal. We appreciate your patience as we improve our facilities. For updates, visit the library's webpage or contact library@university.edu.","frankson library renovation and temporary relocation attention university community: beginning october 10, the frankson library will undergo a major renovation to enhance study spaces and technological resources. the project is scheduled to continue through march 15. during this period, the library's operational services will be temporarily relocated to the second and third floors of the meyer student union building. the temporary library spaces will operate weekdays from 8:00 a.m. to 10:00 p.m. and on weekends from 10:00 a.m. to 6:00 p.m. library administrative offices will be temporarily relocated to the university's main building. extra shuttle buses will run between the main quad and the meyer student union building to accommodate increased traffic. students are encouraged to explore our expanded digital resources available through the university's online portal. we appreciate your patience as we improve our facilities. for updates, visit the library's webpage or contact library@university.edu.","sha256:f2ca1a3463378514104ce8e9ab916246a2f7669f693625f27ba1fcba08ad517e","available","30105f5411597fdb80000b64a3cef28ea92fe3fa9f088f10187140f8e751e887","bdb060984a6f4a9f","2180","2268","0.96119929","RDL_DEDUP_PREVIEWS/RDL-041.jpg","769","800","public/reading/rdl/rdl-041/material_final.png","public/reading/rdl/rdl-041/selection_map.json","frozen_verified"
