source_file,question_id,set_id,set_title,question_order,field,stored_value,reference_value,reason,suggested_value
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0218-2-Q01","202602-0218-2","2.18 - 2","1","correct_order_text","Take","take","correct_order_text chunk matches final_sentence only when casing is ignored","take"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0218-2-Q01","202602-0218-2","2.18 - 2","1","options_text","Take","take","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","take"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0218-2-Q02","202602-0218-2","2.18 - 2","2","correct_order_text","Received","received","correct_order_text chunk matches final_sentence only when casing is ignored","received"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0218-2-Q02","202602-0218-2","2.18 - 2","2","options_text","Received","received","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","received"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0218-2-Q03","202602-0218-2","2.18 - 2","3","correct_order_text","Correct","correct","correct_order_text chunk matches final_sentence only when casing is ignored","correct"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0218-2-Q03","202602-0218-2","2.18 - 2","3","options_text","Correct","correct","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","correct"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0218-2-Q04","202602-0218-2","2.18 - 2","4","correct_order_text","To return","to return","correct_order_text chunk matches final_sentence only when casing is ignored","to return"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0218-2-Q04","202602-0218-2","2.18 - 2","4","options_text","To return","to return","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","to return"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0218-2-Q05","202602-0218-2","2.18 - 2","5","correct_order_text","Is my","is my","correct_order_text chunk matches final_sentence only when casing is ignored","is my"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0218-2-Q05","202602-0218-2","2.18 - 2","5","options_text","Is my","is my","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","is my"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0218-2-Q06","202602-0218-2","2.18 - 2","6","correct_order_text","Work","work","correct_order_text chunk matches final_sentence only when casing is ignored","work"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0218-2-Q06","202602-0218-2","2.18 - 2","6","options_text","Work","work","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","work"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0218-2-Q07","202602-0218-2","2.18 - 2","7","correct_order_text","My","my","correct_order_text chunk matches final_sentence only when casing is ignored","my"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0218-2-Q07","202602-0218-2","2.18 - 2","7","options_text","My","my","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","my"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0218-2-Q08","202602-0218-2","2.18 - 2","8","correct_order_text","Find","find","correct_order_text chunk matches final_sentence only when casing is ignored","find"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0218-2-Q08","202602-0218-2","2.18 - 2","8","options_text","Find","find","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","find"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0218-2-Q09","202602-0218-2","2.18 - 2","9","correct_order_text","You","you","correct_order_text chunk matches final_sentence only when casing is ignored","you"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0218-2-Q09","202602-0218-2","2.18 - 2","9","options_text","You","you","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","you"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0218-2-Q10","202602-0218-2","2.18 - 2","10","correct_order_text","That is","that is","correct_order_text chunk matches final_sentence only when casing is ignored","that is"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0218-2-Q10","202602-0218-2","2.18 - 2","10","options_text","That is","that is","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","that is"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0223-2-Q01","202602-0223-2","2.23 - 2","1","correct_order_text","Be available","be available","correct_order_text chunk matches final_sentence only when casing is ignored","be available"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0223-2-Q01","202602-0223-2","2.23 - 2","1","options_text","Be available","be available","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","be available"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0223-2-Q03","202602-0223-2","2.23 - 2","3","correct_order_text","They","they","correct_order_text chunk matches final_sentence only when casing is ignored","they"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0223-2-Q03","202602-0223-2","2.23 - 2","3","options_text","They","they","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","they"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0223-2-Q04","202602-0223-2","2.23 - 2","4","correct_order_text","Know","know","correct_order_text chunk matches final_sentence only when casing is ignored","know"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0223-2-Q04","202602-0223-2","2.23 - 2","4","options_text","Know","know","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","know"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0223-2-Q06","202602-0223-2","2.23 - 2","6","correct_order_text","Offers","offers","correct_order_text chunk matches final_sentence only when casing is ignored","offers"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0223-2-Q06","202602-0223-2","2.23 - 2","6","options_text","Offers","offers","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","offers"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0223-2-Q07","202602-0223-2","2.23 - 2","7","correct_order_text","My dorm","my dorm","correct_order_text chunk matches final_sentence only when casing is ignored","my dorm"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0223-2-Q07","202602-0223-2","2.23 - 2","7","options_text","My dorm","my dorm","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","my dorm"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0223-2-Q08","202602-0223-2","2.23 - 2","8","correct_order_text","Downtown looks","downtown looks","correct_order_text chunk matches final_sentence only when casing is ignored","downtown looks"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0223-2-Q08","202602-0223-2","2.23 - 2","8","options_text","Downtown looks","downtown looks","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","downtown looks"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0225-1-Q01","202602-0225-1","2.25 - 1","1","correct_order_text","Do","do","correct_order_text chunk matches final_sentence only when casing is ignored","do"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0225-1-Q01","202602-0225-1","2.25 - 1","1","options_text","Do","do","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","do"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0225-1-Q02","202602-0225-1","2.25 - 1","2","correct_order_text","Able","able","correct_order_text chunk matches final_sentence only when casing is ignored","able"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0225-1-Q02","202602-0225-1","2.25 - 1","2","options_text","Able","able","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","able"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0225-1-Q04","202602-0225-1","2.25 - 1","4","correct_order_text","In","in","correct_order_text chunk matches final_sentence only when casing is ignored","in"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0225-1-Q04","202602-0225-1","2.25 - 1","4","options_text","In","in","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","in"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0225-1-Q05","202602-0225-1","2.25 - 1","5","correct_order_text","When","when","correct_order_text chunk matches final_sentence only when casing is ignored","when"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0225-1-Q05","202602-0225-1","2.25 - 1","5","options_text","When","when","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","when"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0225-1-Q06","202602-0225-1","2.25 - 1","6","correct_order_text","Will","will","correct_order_text chunk matches final_sentence only when casing is ignored","will"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0225-1-Q06","202602-0225-1","2.25 - 1","6","options_text","Will","will","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","will"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0225-1-Q08","202602-0225-1","2.25 - 1","8","correct_order_text","Those","those","correct_order_text chunk matches final_sentence only when casing is ignored","those"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0225-1-Q08","202602-0225-1","2.25 - 1","8","options_text","Those","those","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","those"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0225-1-Q09","202602-0225-1","2.25 - 1","9","correct_order_text","Attend the event","attend the event","correct_order_text chunk matches final_sentence only when casing is ignored","attend the event"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0225-1-Q09","202602-0225-1","2.25 - 1","9","options_text","Attend the event","attend the event","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","attend the event"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0225-1-Q10","202602-0225-1","2.25 - 1","10","correct_order_text","All","all","correct_order_text chunk matches final_sentence only when casing is ignored","all"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0225-1-Q10","202602-0225-1","2.25 - 1","10","options_text","All","all","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","all"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0225-2-Q01","202602-0225-2","2.25 - 2","1","correct_order_text","Allow","allow","correct_order_text chunk matches final_sentence only when casing is ignored","allow"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0225-2-Q01","202602-0225-2","2.25 - 2","1","options_text","Allow","allow","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","allow"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0225-2-Q02","202602-0225-2","2.25 - 2","2","correct_order_text","Trying","trying","correct_order_text chunk matches final_sentence only when casing is ignored","trying"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0225-2-Q02","202602-0225-2","2.25 - 2","2","options_text","Trying","trying","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","trying"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0225-2-Q03","202602-0225-2","2.25 - 2","3","correct_order_text","Me","me","correct_order_text chunk matches final_sentence only when casing is ignored","me"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0225-2-Q03","202602-0225-2","2.25 - 2","3","options_text","Me","me","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","me"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0225-2-Q04","202602-0225-2","2.25 - 2","4","correct_order_text","Do","do","correct_order_text chunk matches final_sentence only when casing is ignored","do"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0225-2-Q04","202602-0225-2","2.25 - 2","4","options_text","Do","do","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","do"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0225-2-Q05","202602-0225-2","2.25 - 2","5","correct_order_text","To","to","correct_order_text chunk matches final_sentence only when casing is ignored","to"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0225-2-Q05","202602-0225-2","2.25 - 2","5","options_text","To","to","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","to"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0225-2-Q07","202602-0225-2","2.25 - 2","7","correct_order_text","Morning or","morning or","correct_order_text chunk matches final_sentence only when casing is ignored","morning or"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0225-2-Q07","202602-0225-2","2.25 - 2","7","options_text","Morning or","morning or","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","morning or"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0225-2-Q08","202602-0225-2","2.25 - 2","8","correct_order_text","Do","do","correct_order_text chunk matches final_sentence only when casing is ignored","do"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0225-2-Q08","202602-0225-2","2.25 - 2","8","options_text","Do","do","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","do"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv","202603-0301-1-Q01","202603-0301-1","3.1 - 1","1","correct_order_text","For","for","correct_order_text chunk matches final_sentence only when casing is ignored","for"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv","202603-0301-1-Q01","202603-0301-1","3.1 - 1","1","options_text","For","for","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","for"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv","202603-0301-1-Q02","202603-0301-1","3.1 - 1","2","correct_order_text","Application","application","correct_order_text chunk matches final_sentence only when casing is ignored","application"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv","202603-0301-1-Q02","202603-0301-1","3.1 - 1","2","options_text","Application","application","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","application"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv","202603-0301-1-Q03","202603-0301-1","3.1 - 1","3","correct_order_text","The schedule","the schedule","correct_order_text chunk matches final_sentence only when casing is ignored","the schedule"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv","202603-0301-1-Q03","202603-0301-1","3.1 - 1","3","options_text","The schedule","the schedule","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","the schedule"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv","202603-0301-1-Q05","202603-0301-1","3.1 - 1","5","correct_order_text","Writing","writing","correct_order_text chunk matches final_sentence only when casing is ignored","writing"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv","202603-0301-1-Q05","202603-0301-1","3.1 - 1","5","options_text","Writing","writing","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","writing"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv","202603-0301-1-Q06","202603-0301-1","3.1 - 1","6","correct_order_text","The","the","correct_order_text chunk matches final_sentence only when casing is ignored","the"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv","202603-0301-1-Q06","202603-0301-1","3.1 - 1","6","options_text","The","the","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","the"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv","202603-0301-1-Q07","202603-0301-1","3.1 - 1","7","correct_order_text","Not","not","correct_order_text chunk matches final_sentence only when casing is ignored","not"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv","202603-0301-1-Q07","202603-0301-1","3.1 - 1","7","options_text","Not","not","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","not"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv","202603-0301-1-Q08","202603-0301-1","3.1 - 1","8","correct_order_text","The new","the new","correct_order_text chunk matches final_sentence only when casing is ignored","the new"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv","202603-0301-1-Q08","202603-0301-1","3.1 - 1","8","options_text","The new","the new","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","the new"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv","202603-0301-1-Q09","202603-0301-1","3.1 - 1","9","correct_order_text","To look","to look","correct_order_text chunk matches final_sentence only when casing is ignored","to look"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv","202603-0301-1-Q09","202603-0301-1","3.1 - 1","9","options_text","To look","to look","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","to look"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv","202603-0301-1-Q10","202603-0301-1","3.1 - 1","10","correct_order_text","It","it","correct_order_text chunk matches final_sentence only when casing is ignored","it"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv","202603-0301-1-Q10","202603-0301-1","3.1 - 1","10","options_text","It","it","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","it"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv","202603-0301-2-Q02","202603-0301-2","3.1 - 2","2","correct_order_text","Tell","tell","correct_order_text chunk matches final_sentence only when casing is ignored","tell"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv","202603-0301-2-Q02","202603-0301-2","3.1 - 2","2","options_text","Tell","tell","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","tell"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv","202603-0301-2-Q03","202603-0301-2","3.1 - 2","3","correct_order_text","Morning","morning","correct_order_text chunk matches final_sentence only when casing is ignored","morning"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv","202603-0301-2-Q03","202603-0301-2","3.1 - 2","3","options_text","Morning","morning","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","morning"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv","202603-0301-2-Q05","202603-0301-2","3.1 - 2","5","correct_order_text","Any","any","correct_order_text chunk matches final_sentence only when casing is ignored","any"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv","202603-0301-2-Q05","202603-0301-2","3.1 - 2","5","options_text","Any","any","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","any"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv","202603-0301-2-Q06","202603-0301-2","3.1 - 2","6","correct_order_text","Science","science","correct_order_text chunk matches final_sentence only when casing is ignored","science"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv","202603-0301-2-Q06","202603-0301-2","3.1 - 2","6","options_text","Science","science","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","science"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv","202603-0301-2-Q07","202603-0301-2","3.1 - 2","7","correct_order_text","The","the","correct_order_text chunk matches final_sentence only when casing is ignored","the"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv","202603-0301-2-Q07","202603-0301-2","3.1 - 2","7","options_text","The","the","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","the"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv","202603-0301-2-Q09","202603-0301-2","3.1 - 2","9","correct_order_text","In","in","correct_order_text chunk matches final_sentence only when casing is ignored","in"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv","202603-0301-2-Q09","202603-0301-2","3.1 - 2","9","options_text","In","in","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","in"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv","202603-0301-2-Q10","202603-0301-2","3.1 - 2","10","correct_order_text","Research facilities","research facilities","correct_order_text chunk matches final_sentence only when casing is ignored","research facilities"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv","202603-0301-2-Q10","202603-0301-2","3.1 - 2","10","options_text","Research facilities","research facilities","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","research facilities"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv","202603-0302-1-Q01","202603-0302-1","3.2 - 1","1","correct_order_text","That recently","that recently","correct_order_text chunk matches final_sentence only when casing is ignored","that recently"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv","202603-0302-1-Q01","202603-0302-1","3.2 - 1","1","options_text","That recently","that recently","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","that recently"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv","202603-0302-1-Q02","202603-0302-1","3.2 - 1","2","correct_order_text","Watch it","watch it","correct_order_text chunk matches final_sentence only when casing is ignored","watch it"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv","202603-0302-1-Q02","202603-0302-1","3.2 - 1","2","options_text","Watch it","watch it","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","watch it"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv","202603-0302-1-Q04","202603-0302-1","3.2 - 1","4","correct_order_text","Another","another","correct_order_text chunk matches final_sentence only when casing is ignored","another"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv","202603-0302-1-Q04","202603-0302-1","3.2 - 1","4","options_text","Another","another","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","another"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv","202603-0302-1-Q05","202603-0302-1","3.2 - 1","5","correct_order_text","The music","the music","correct_order_text chunk matches final_sentence only when casing is ignored","the music"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv","202603-0302-1-Q05","202603-0302-1","3.2 - 1","5","options_text","The music","the music","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","the music"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv","202603-0302-1-Q07","202603-0302-1","3.2 - 1","7","correct_order_text","Was based on","was based on","correct_order_text chunk matches final_sentence only when casing is ignored","was based on"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv","202603-0302-1-Q07","202603-0302-1","3.2 - 1","7","options_text","Was based on","was based on","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","was based on"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv","202603-0302-1-Q08","202603-0302-1","3.2 - 1","8","correct_order_text","Filled","filled","correct_order_text chunk matches final_sentence only when casing is ignored","filled"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv","202603-0302-1-Q08","202603-0302-1","3.2 - 1","8","options_text","Filled","filled","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","filled"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv","202603-0302-1-Q09","202603-0302-1","3.2 - 1","9","correct_order_text","Not relevant","not relevant","correct_order_text chunk matches final_sentence only when casing is ignored","not relevant"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv","202603-0302-1-Q09","202603-0302-1","3.2 - 1","9","options_text","Not relevant","not relevant","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","not relevant"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv","202603-0302-1-Q10","202603-0302-1","3.2 - 1","10","correct_order_text","Movies","movies","correct_order_text chunk matches final_sentence only when casing is ignored","movies"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv","202603-0302-1-Q10","202603-0302-1","3.2 - 1","10","options_text","Movies","movies","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","movies"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv","202603-0302-2-Q01","202603-0302-2","3.2 - 2","1","correct_order_text","Is my","is my","correct_order_text chunk matches final_sentence only when casing is ignored","is my"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv","202603-0302-2-Q01","202603-0302-2","3.2 - 2","1","options_text","Is my","is my","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","is my"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv","202603-0302-2-Q02","202603-0302-2","3.2 - 2","2","correct_order_text","That lasted","that lasted","correct_order_text chunk matches final_sentence only when casing is ignored","that lasted"
