source_file	question_id	set_id	set_title	question_order	high_confidence_records
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0315-Q06	202603-0315	3.15	6	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0315-Q07	202603-0315	3.15	7	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0315-Q08	202603-0315	3.15	8	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0315-Q09	202603-0315	3.15	9	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0315-Q10	202603-0315	3.15	10	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0318-Q01	202603-0318	3.18	1	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0318-Q02	202603-0318	3.18	2	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0318-Q03	202603-0318	3.18	3	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0318-Q04	202603-0318	3.18	4	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0318-Q05	202603-0318	3.18	5	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0318-Q06	202603-0318	3.18	6	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0318-Q08	202603-0318	3.18	8	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0318-Q09	202603-0318	3.18	9	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0323-Q01	202603-0323	3.23	1	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0323-Q02	202603-0323	3.23	2	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0323-Q03	202603-0323	3.23	3	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0323-Q05	202603-0323	3.23	5	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0323-Q07	202603-0323	3.23	7	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0323-Q08	202603-0323	3.23	8	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0323-Q09	202603-0323	3.23	9	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0323-Q10	202603-0323	3.23	10	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0324-Q01	202603-0324	3.24	1	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0324-Q02	202603-0324	3.24	2	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0324-Q03	202603-0324	3.24	3	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0324-Q04	202603-0324	3.24	4	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0324-Q05	202603-0324	3.24	5	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0324-Q06	202603-0324	3.24	6	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0324-Q07	202603-0324	3.24	7	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0324-Q08	202603-0324	3.24	8	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0324-Q09	202603-0324	3.24	9	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0324-Q10	202603-0324	3.24	10	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0325-Q01	202603-0325	3.25	1	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0325-Q02	202603-0325	3.25	2	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0325-Q03	202603-0325	3.25	3	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0325-Q04	202603-0325	3.25	4	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0325-Q05	202603-0325	3.25	5	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0325-Q06	202603-0325	3.25	6	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0325-Q07	202603-0325	3.25	7	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0325-Q08	202603-0325	3.25	8	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0325-Q09	202603-0325	3.25	9	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0329-Q01	202603-0329	3.29	1	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0329-Q03	202603-0329	3.29	3	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0329-Q04	202603-0329	3.29	4	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0329-Q05	202603-0329	3.29	5	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0329-Q06	202603-0329	3.29	6	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0329-Q07	202603-0329	3.29	7	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0329-Q08	202603-0329	3.29	8	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0329-Q09	202603-0329	3.29	9	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0329-Q10	202603-0329	3.29	10	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0330-Q01	202603-0330	3.30	1	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0330-Q03	202603-0330	3.30	3	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0330-Q04	202603-0330	3.30	4	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0330-Q05	202603-0330	3.30	5	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0330-Q08	202603-0330	3.30	8	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0330-Q09	202603-0330	3.30	9	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0330-Q10	202603-0330	3.30	10	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202604-0406-1-Q09	202604-0406-1	4.6 - 1	9	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202604-0407-Q01	202604-0407	4.7	1	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202604-0407-Q02	202604-0407	4.7	2	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202604-0407-Q03	202604-0407	4.7	3	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202604-0407-Q05	202604-0407	4.7	5	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202604-0407-Q06	202604-0407	4.7	6	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202604-0407-Q07	202604-0407	4.7	7	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202604-0407-Q08	202604-0407	4.7	8	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202604-0407-Q09	202604-0407	4.7	9	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202604-0407-Q10	202604-0407	4.7	10	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202604-0408-Q01	202604-0408	4.8	1	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202604-0408-Q02	202604-0408	4.8	2	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202604-0408-Q03	202604-0408	4.8	3	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202604-0408-Q04	202604-0408	4.8	4	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202604-0408-Q05	202604-0408	4.8	5	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202604-0408-Q06	202604-0408	4.8	6	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202604-0408-Q08	202604-0408	4.8	8	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202604-0408-Q09	202604-0408	4.8	9	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202604-0408-Q10	202604-0408	4.8	10	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202604-0412-Q03	202604-0412	4.12	3	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202604-0415-2-Q01	202604-0415-2	4.15 - 2	1	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202604-0419-4-Q08	202604-0419-4	4.19 - 4	8	1
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202604-0419-4-Q09	202604-0419-4	4.19 - 4	9	2
