source_label,source_module,source_occurrence_id,logical_item_id,logical_question_id,source_question_number,question_order,question_type,question_text,highlighted_text,paragraph_id,paragraph_order,start_offset,end_offset,confidence,evidence_kind,reason,candidate_source_question_numbers,passage_text_occurrence_count,offset_verified
5.18B,m2,reading-source-5-18b-m2-rap-19,reading-rap-08b62a981873c3e2eef76ff4,reading-rap-08b62a981873c3e2eef76ff4-q01,11,1,rap_multiple_choice,Why does the author mention “neural pathways associated with attention and processing”?,neural pathways associated with attention and processing,reading-rap-08b62a981873c3e2eef76ff4-passage-01-p01,1,492,548,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,11,1,True
5.18B,m2,reading-source-5-18b-m2-rap-19,reading-rap-08b62a981873c3e2eef76ff4,reading-rap-08b62a981873c3e2eef76ff4-q05,15,5,rap_multiple_choice,The word “holistic” in the passage is closest in meaning to,holistic,reading-rap-08b62a981873c3e2eef76ff4-passage-01-p03,3,260,268,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,15,1,True
5.19,m1,reading-source-5-19-m1-rap-13,reading-rap-199501db577904fb79815267,reading-rap-199501db577904fb79815267-q01,31,1,rap_multiple_choice,The word “anomalies” in the passage is closest in meaning to,anomalies,reading-rap-199501db577904fb79815267-passage-01-p01,1,290,299,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,31,1,True
5.19,m2,reading-source-5-19-m2-rap-19,reading-rap-96e6fb86c216f62eead5bb01,reading-rap-96e6fb86c216f62eead5bb01-q01,11,1,rap_multiple_choice,The word “invaluable” in the passage is closest in meaning to,invaluable,reading-rap-96e6fb86c216f62eead5bb01-passage-01-p01,1,234,244,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,11,1,True
5.20A,m1,reading-source-5-20a-m1-rap-08,reading-rap-5a2d23cea681010acb956443,reading-rap-5a2d23cea681010acb956443-q04,29,4,rap_multiple_choice,The word “tailor” in the passage is closest in meaning to,tailor,reading-rap-5a2d23cea681010acb956443-passage-01-p03,3,81,87,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,29,1,True
5.20A,m1,reading-source-5-20a-m1-rap-13,reading-rap-e7ce2874e8c366c253f0bed0,reading-rap-e7ce2874e8c366c253f0bed0-q02,32,2,rap_multiple_choice,The word “fosters” in the passage is closest in meaning to,fosters,reading-rap-e7ce2874e8c366c253f0bed0-passage-01-p02,2,235,242,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,32,1,True
5.20A,m2,reading-source-5-20a-m2-rap-19,reading-rap-cc8108658460dd4758f81cea,reading-rap-cc8108658460dd4758f81cea-q03,13,3,rap_multiple_choice,The word “lavish” in the passage is closest in meaning to,lavish,reading-rap-cc8108658460dd4758f81cea-passage-01-p02,2,128,134,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,13,1,True
5.20A,m2,reading-source-5-20a-m2-rap-19,reading-rap-cc8108658460dd4758f81cea,reading-rap-cc8108658460dd4758f81cea-q04,14,4,rap_multiple_choice,The author mentions “heraldic emblems” primarily to,heraldic emblems,reading-rap-cc8108658460dd4758f81cea-passage-01-p02,2,160,176,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,14,1,True
5.20B,m1,reading-source-5-20b-m1-rap-13,reading-rap-fdeb6000ce9ff3558cc559b5,reading-rap-fdeb6000ce9ff3558cc559b5-q02,32,2,rap_multiple_choice,What does the author suggest may be true of “our sense of control” over our choices?,our sense of control,reading-rap-fdeb6000ce9ff3558cc559b5-passage-01-p01,1,399,419,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,32,1,True
5.20B,m1,reading-source-5-20b-m1-rap-13,reading-rap-fdeb6000ce9ff3558cc559b5,reading-rap-fdeb6000ce9ff3558cc559b5-q04,34,4,rap_multiple_choice,The word “unravel” in the passage is closest in meaning to,unravel,reading-rap-fdeb6000ce9ff3558cc559b5-passage-01-p02,2,632,639,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,34,1,True
5.20B,m2,reading-source-5-20b-m2-rap-19,reading-rap-28b2cecf31bfee0a244d1a09,reading-rap-28b2cecf31bfee0a244d1a09-q03,13,3,rap_multiple_choice,The word “fundamentally” in the passage is closest in meaning to,fundamentally,reading-rap-28b2cecf31bfee0a244d1a09-passage-01-p03,3,259,272,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,13,1,True
5.23,m1,reading-source-5-23-m1-rap-13,reading-rap-4986420f2a3c5df66f0fe8d2,reading-rap-4986420f2a3c5df66f0fe8d2-q01,31,1,rap_multiple_choice,The word “harness” in the passage is closest in meaning to,harness,reading-rap-4986420f2a3c5df66f0fe8d2-passage-01-p01,1,587,594,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,31,1,True
5.23,m1,reading-source-5-23-m1-rap-13,reading-rap-4986420f2a3c5df66f0fe8d2,reading-rap-4986420f2a3c5df66f0fe8d2-q03,33,3,rap_multiple_choice,Why does the author mention “buoyancy principles”?,buoyancy principles,reading-rap-4986420f2a3c5df66f0fe8d2-passage-01-p02,2,71,90,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,33,1,True
5.23,m1,reading-source-5-23-m1-rap-13,reading-rap-4986420f2a3c5df66f0fe8d2,reading-rap-4986420f2a3c5df66f0fe8d2-q04,34,4,rap_multiple_choice,What can be inferred about the acceleration of “wear and tear” in floating turbines?,wear and tear,reading-rap-4986420f2a3c5df66f0fe8d2-passage-01-p02,2,405,418,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,34,1,True
5.23,m2,reading-source-5-23-m2-rap-19,reading-rap-88bc32dacb3916e75ed13c09,reading-rap-88bc32dacb3916e75ed13c09-q02,12,2,rap_multiple_choice,The word “escalating” in the passage is closest in meaning to,escalating,reading-rap-88bc32dacb3916e75ed13c09-passage-01-p01,1,467,477,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,12,1,True
5.23,m2,reading-source-5-23-m2-rap-19,reading-rap-88bc32dacb3916e75ed13c09,reading-rap-88bc32dacb3916e75ed13c09-q04,14,4,rap_multiple_choice,Why does the author mention “tree rings”?,tree rings,reading-rap-88bc32dacb3916e75ed13c09-passage-01-p02,2,198,208,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,14,1,True
5.24A,m1,reading-source-5-24a-m1-rap-08,reading-rap-5e0859fbc2e185e743d11c4b,reading-rap-5e0859fbc2e185e743d11c4b-q02,27,2,rap_multiple_choice,The word “transformative” in the passage is closest in meaning to,transformative,reading-rap-5e0859fbc2e185e743d11c4b-passage-01-p01,1,278,292,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,27,1,True
5.24A,m1,reading-source-5-24a-m1-rap-08,reading-rap-5e0859fbc2e185e743d11c4b,reading-rap-5e0859fbc2e185e743d11c4b-q04,29,4,rap_multiple_choice,Why does the author mention “the global spread of wireless technology”?,the global spread of wireless technology,reading-rap-5e0859fbc2e185e743d11c4b-passage-01-p03,3,448,488,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,29,1,True
5.24A,m1,reading-source-5-24a-m1-rap-13,reading-rap-af2f63bf59d1743d597f47f4,reading-rap-af2f63bf59d1743d597f47f4-q02,32,2,rap_multiple_choice,What does the phrase “This consequentialist framework” refer to?,This consequentialist framework,reading-rap-af2f63bf59d1743d597f47f4-passage-01-p02,2,206,237,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,32,1,True
5.24A,m1,reading-source-5-24a-m1-rap-13,reading-rap-af2f63bf59d1743d597f47f4,reading-rap-af2f63bf59d1743d597f47f4-q03,33,3,rap_multiple_choice,The word “allocating” in the passage is closest in meaning to,allocating,reading-rap-af2f63bf59d1743d597f47f4-passage-01-p02,2,482,492,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,33,1,True
5.24A,m2,reading-source-5-24a-m2-rap-19,reading-rap-c2f68bcc6afcbbe710f5c87d,reading-rap-c2f68bcc6afcbbe710f5c87d-q02,12,2,rap_multiple_choice,Why does the author mention “fitting oranges into boxes”?,fitting oranges into boxes,reading-rap-c2f68bcc6afcbbe710f5c87d-passage-01-p02,2,147,173,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,12,1,True
5.24A,m2,reading-source-5-24a-m2-rap-19,reading-rap-c2f68bcc6afcbbe710f5c87d,reading-rap-c2f68bcc6afcbbe710f5c87d-q04,14,4,rap_multiple_choice,The word “belie” in the passage is closest in meaning to,belie,reading-rap-c2f68bcc6afcbbe710f5c87d-passage-01-p04,4,73,78,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,14,1,True
5.24B,m1,reading-source-5-24b-m1-rap-08,reading-rap-af2f63bf59d1743d597f47f4,reading-rap-af2f63bf59d1743d597f47f4-q02,27,2,rap_multiple_choice,What does the phrase “This consequentialist framework” refer to?,This consequentialist framework,reading-rap-af2f63bf59d1743d597f47f4-passage-01-p02,2,206,237,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,27,1,True
5.24B,m1,reading-source-5-24b-m1-rap-08,reading-rap-af2f63bf59d1743d597f47f4,reading-rap-af2f63bf59d1743d597f47f4-q03,28,3,rap_multiple_choice,The word “allocating” in the passage is closest in meaning to,allocating,reading-rap-af2f63bf59d1743d597f47f4-passage-01-p02,2,482,492,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,28,1,True
5.24B,m1,reading-source-5-24b-m1-rap-13,reading-rap-7447d5926c9979015af28e99,reading-rap-7447d5926c9979015af28e99-q03,33,3,rap_multiple_choice,The word “incredibly” in the passage is closest in meaning to,incredibly,reading-rap-7447d5926c9979015af28e99-passage-01-p03,3,36,46,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,33,1,True
5.24B,m2,reading-source-5-24b-m2-rap-19,reading-rap-28b2cecf31bfee0a244d1a09,reading-rap-28b2cecf31bfee0a244d1a09-q03,13,3,rap_multiple_choice,The word “fundamentally” in the passage is closest in meaning to,fundamentally,reading-rap-28b2cecf31bfee0a244d1a09-passage-01-p03,3,259,272,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,13,1,True
5.28,m1,reading-source-5-28-m1-rap-13,reading-rap-fe9caa2af2e2e6e581d4400b,reading-rap-fe9caa2af2e2e6e581d4400b-q02,32,2,rap_multiple_choice,The word “persistent” in the passage is closest in meaning to,persistent,reading-rap-fe9caa2af2e2e6e581d4400b-passage-01-p01,1,162,172,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,32,1,True
5.28,m1,reading-source-5-28-m1-rap-13,reading-rap-fe9caa2af2e2e6e581d4400b,reading-rap-fe9caa2af2e2e6e581d4400b-q04,34,4,rap_multiple_choice,The passage suggests which of the following about “Patented GM seeds”?,Patented GM seeds,reading-rap-fe9caa2af2e2e6e581d4400b-passage-01-p03,3,377,394,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,34,1,True
5.28,m1,reading-source-5-28-m1-rap-13,reading-rap-fe9caa2af2e2e6e581d4400b,reading-rap-fe9caa2af2e2e6e581d4400b-q05,35,5,rap_multiple_choice,The author mentions “the rapid pace of technological change” in order to,the rapid pace of technological change,reading-rap-fe9caa2af2e2e6e581d4400b-passage-01-p03,3,594,632,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,35,1,True
5.28,m2,reading-source-5-28-m2-rap-19,reading-rap-cb5360908903e7adcdf0760d,reading-rap-cb5360908903e7adcdf0760d-q01,11,1,rap_multiple_choice,The word “exacerbate” in the passage is closest in meaning to,exacerbate,reading-rap-cb5360908903e7adcdf0760d-passage-01-p01,1,199,209,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,11,1,True
5.28,m2,reading-source-5-28-m2-rap-19,reading-rap-cb5360908903e7adcdf0760d,reading-rap-cb5360908903e7adcdf0760d-q03,13,3,rap_multiple_choice,The passage indicates which of the following about “beach nourishment”?,beach nourishment,reading-rap-cb5360908903e7adcdf0760d-passage-01-p02,2,34,51,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,13,1,True
5.28,m2,reading-source-5-28-m2-rap-19,reading-rap-cb5360908903e7adcdf0760d,reading-rap-cb5360908903e7adcdf0760d-q04,14,4,rap_multiple_choice,What can be inferred about the “natural approaches” mentioned in the passage?,natural approaches,reading-rap-cb5360908903e7adcdf0760d-passage-01-p03,3,33,51,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,14,1,True
5.31,m1,reading-source-5-31-m1-rap-08,reading-rap-e7ce2874e8c366c253f0bed0,reading-rap-e7ce2874e8c366c253f0bed0-q02,27,2,rap_multiple_choice,The word “fosters” in the passage is closest in meaning to,fosters,reading-rap-e7ce2874e8c366c253f0bed0-passage-01-p02,2,235,242,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,27,1,True
5.31,m2,reading-source-5-31-m2-rap-19,reading-rap-af29507332d217f7c7b827a7,reading-rap-af29507332d217f7c7b827a7-q02,12,2,rap_multiple_choice,The word “vigilant” in the passage is closest in meaning to,vigilant,reading-rap-af29507332d217f7c7b827a7-passage-01-p02,2,236,244,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,12,1,True
6.1A,m1,reading-source-6-1a-m1-rap-08,reading-rap-634cdcba16cac603d9436627,reading-rap-634cdcba16cac603d9436627-q02,27,2,rap_multiple_choice,"Why does the author mention ""a prism""?",a prism,reading-rap-634cdcba16cac603d9436627-passage-01-p01,1,507,514,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,27,1,True
6.1A,m1,reading-source-6-1a-m1-rap-08,reading-rap-634cdcba16cac603d9436627,reading-rap-634cdcba16cac603d9436627-q05,30,5,rap_multiple_choice,"The word ""prophecy"" in the passage is closest in meaning to",prophecy,reading-rap-634cdcba16cac603d9436627-passage-01-p03,3,178,186,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,30,1,True
6.1A,m1,reading-source-6-1a-m1-rap-13,reading-rap-3c7da315889dceed32412dcf,reading-rap-3c7da315889dceed32412dcf-q03,33,3,rap_multiple_choice,"The word ""involved"" in the passage is closest in meaning to",involved,reading-rap-3c7da315889dceed32412dcf-passage-01-p02,2,233,241,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,33,1,True
6.1A,m1,reading-source-6-1a-m1-rap-13,reading-rap-3c7da315889dceed32412dcf,reading-rap-3c7da315889dceed32412dcf-q04,34,4,rap_multiple_choice,"The author mentions ""a vegan cheese substitute"" primarily in order to",a vegan cheese substitute,reading-rap-3c7da315889dceed32412dcf-passage-01-p02,2,288,313,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,34,1,True
6.1A,m2,reading-source-6-1a-m2-rap-19,reading-rap-e01f83375de9f2c96a209bc6,reading-rap-e01f83375de9f2c96a209bc6-q04,14,4,rap_multiple_choice,"The word ""pressures"" in the passage is closest in meaning to",pressures,reading-rap-e01f83375de9f2c96a209bc6-passage-01-p03,3,42,51,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,14,1,True
6.1B,m1,reading-source-6-1b-m1-rap-08,reading-rap-f9e62e69f26b24ec00d4aa76,reading-rap-f9e62e69f26b24ec00d4aa76-q03,28,3,rap_multiple_choice,"The word ""involved"" in the passage is closest in meaning to",involved,reading-rap-f9e62e69f26b24ec00d4aa76-passage-01-p02,2,233,241,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,28,1,True
6.1B,m1,reading-source-6-1b-m1-rap-08,reading-rap-f9e62e69f26b24ec00d4aa76,reading-rap-f9e62e69f26b24ec00d4aa76-q04,29,4,rap_multiple_choice,"The author mentions ""a vegan cheese substitute"" primarily in order to",a vegan cheese substitute,reading-rap-f9e62e69f26b24ec00d4aa76-passage-01-p02,2,288,313,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,29,1,True
6.1B,m1,reading-source-6-1b-m1-rap-13,reading-rap-2b14b33aacc064d75314fa53,reading-rap-2b14b33aacc064d75314fa53-q01,31,1,rap_multiple_choice,"The word ""grappling"" in the passage is closest in meaning to",grappling,reading-rap-2b14b33aacc064d75314fa53-passage-01-p01,1,33,42,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,31,1,True
6.1B,m2,reading-source-6-1b-m2-rap-19,reading-rap-34f6bce8fefcc9ea8c94efb8,reading-rap-34f6bce8fefcc9ea8c94efb8-q01,11,1,rap_multiple_choice,"Why does the author mention the ""higher prevalence of metabolic disorders""""?",higher prevalence of metabolic disorders,reading-rap-34f6bce8fefcc9ea8c94efb8-passage-01-p01,1,341,381,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,11,1,True
6.1B,m2,reading-source-6-1b-m2-rap-19,reading-rap-34f6bce8fefcc9ea8c94efb8,reading-rap-34f6bce8fefcc9ea8c94efb8-q05,15,5,rap_multiple_choice,"The word ""rectify"" in the passage is closest in meaning to",rectify,reading-rap-34f6bce8fefcc9ea8c94efb8-passage-01-p03,3,310,317,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,15,1,True
6.1C,m1,reading-source-6-1c-m1-rap-08,reading-rap-872c6a298ccb4eea664f4812,reading-rap-872c6a298ccb4eea664f4812-q04,29,4,rap_multiple_choice,"The word ""unravel"" in the passage is closest in meaning to",unravel,reading-rap-872c6a298ccb4eea664f4812-passage-01-p02,2,632,639,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,29,1,True
6.1C,m1,reading-source-6-1c-m1-rap-13,reading-rap-d27de865cadb77d675378075,reading-rap-d27de865cadb77d675378075-q02,32,2,rap_multiple_choice,"The phrase ""advocated for"" in the passage is closest in meaning to",advocated for,reading-rap-d27de865cadb77d675378075-passage-01-p02,2,236,249,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,32,1,True
6.1C,m2,reading-source-6-1c-m2-rap-19,reading-rap-25e10401a0a3eeb038f2636e,reading-rap-25e10401a0a3eeb038f2636e-q01,11,1,rap_multiple_choice,"The word ""subtle"" in the passage is closest in meaning to",subtle,reading-rap-25e10401a0a3eeb038f2636e-passage-01-p01,1,77,83,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,11,1,True
6.2,m1,reading-source-6-2-m1-rap-07,reading-rap-356930309b8c015008667f85,reading-rap-356930309b8c015008667f85-q01,26,1,rap_multiple_choice,"The word ""revolutionize"" in the passage is closest in meaning to",revolutionize,reading-rap-356930309b8c015008667f85-passage-01-p01,1,30,43,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,26,1,True
6.2,m1,reading-source-6-2-m1-rap-12,reading-rap-7d5d0462cf877efd8ae523af,reading-rap-7d5d0462cf877efd8ae523af-q01,31,1,rap_multiple_choice,"The word ""consistent"" in the passage is closest in meaning to",consistent,reading-rap-7d5d0462cf877efd8ae523af-passage-01-p01,1,68,78,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,31,1,True
6.2,m2,reading-source-6-2-m2-rap-18,reading-rap-e9f22c72c388b25c9ccc03d8,reading-rap-e9f22c72c388b25c9ccc03d8-q01,11,1,rap_multiple_choice,"The word ""interplay"" in the passage is closest in meaning to",interplay,reading-rap-e9f22c72c388b25c9ccc03d8-passage-01-p01,1,322,331,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,11,1,True
6.3,m1,reading-source-6-3-m1-rap-08,reading-rap-6832cb7ccf74f003a2ef7628,reading-rap-6832cb7ccf74f003a2ef7628-q01,26,1,rap_multiple_choice,"The word ""static"" in the passage is closest in meaning to",static,reading-rap-6832cb7ccf74f003a2ef7628-passage-01-p01,1,5,11,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,26,1,True
6.3,m1,reading-source-6-3-m1-rap-08,reading-rap-6832cb7ccf74f003a2ef7628,reading-rap-6832cb7ccf74f003a2ef7628-q04,29,4,rap_multiple_choice,"Why does the author mention ""hospitals"" and ""office spaces""?",hospitals,reading-rap-6832cb7ccf74f003a2ef7628-passage-01-p03,3,484,493,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,29,1,True
6.3,m1,reading-source-6-3-m1-rap-08,reading-rap-6832cb7ccf74f003a2ef7628,reading-rap-6832cb7ccf74f003a2ef7628-q04,29,4,rap_multiple_choice,"Why does the author mention ""hospitals"" and ""office spaces""?",office spaces,reading-rap-6832cb7ccf74f003a2ef7628-passage-01-p03,3,568,581,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,29,1,True
6.3,m1,reading-source-6-3-m1-rap-13,reading-rap-fcb877e86ce9cff28b0635f8,reading-rap-fcb877e86ce9cff28b0635f8-q05,35,5,rap_multiple_choice,"The phrase ""culminating in"" in the final sentence is closest in meaning to",culminating in,reading-rap-fcb877e86ce9cff28b0635f8-passage-01-p03,3,413,427,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,35,1,True
6.3,m2,reading-source-6-3-m2-rap-19,reading-rap-1f5a2a094976c7046412177a,reading-rap-1f5a2a094976c7046412177a-q02,12,2,rap_multiple_choice,"Why does the author mention ""fitting oranges into boxes""?",fitting oranges into boxes,reading-rap-1f5a2a094976c7046412177a-passage-01-p02,2,147,173,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,12,1,True
6.3,m2,reading-source-6-3-m2-rap-19,reading-rap-1f5a2a094976c7046412177a,reading-rap-1f5a2a094976c7046412177a-q04,14,4,rap_multiple_choice,"The word ""belie"" in the passage is closest in meaning to",belie,reading-rap-1f5a2a094976c7046412177a-passage-01-p04,4,73,78,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,14,1,True
6.6A,m1,reading-source-6-6a-m1-rap-08,reading-rap-634cdcba16cac603d9436627,reading-rap-634cdcba16cac603d9436627-q05,30,5,rap_multiple_choice,"The word ""prophecy"" in the passage is closest in meaning to",prophecy,reading-rap-634cdcba16cac603d9436627-passage-01-p03,3,178,186,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,30,1,True
6.6A,m1,reading-source-6-6a-m1-rap-13,reading-rap-dbb5edec85e50734f930693e,reading-rap-dbb5edec85e50734f930693e-q01,31,1,rap_multiple_choice,"The word ""revolutionize"" in the passage is closest in meaning to",revolutionize,reading-rap-dbb5edec85e50734f930693e-passage-01-p01,1,30,43,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,31,1,True
6.6A,m2,reading-source-6-6a-m2-rap-19,reading-rap-44052a9cdd0f99d094526a4b,reading-rap-44052a9cdd0f99d094526a4b-q03,13,3,rap_multiple_choice,"The word ""sophisticated"" in the passage is closest in meaning to",sophisticated,reading-rap-44052a9cdd0f99d094526a4b-passage-01-p02,2,69,82,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,13,1,True
6.7A,m1,reading-source-6-7a-m1-rap-08,reading-rap-fe8411639546b0b11ec79d0b,reading-rap-fe8411639546b0b11ec79d0b-q01,26,1,rap_multiple_choice,"The word ""persevere"" in the passage is closest in meaning to",persevere,reading-rap-fe8411639546b0b11ec79d0b-passage-01-p02,2,93,102,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,26,1,True
6.7A,m2,reading-source-6-7a-m2-rap-19,reading-rap-a5a1662900f8b43ba35add0e,reading-rap-a5a1662900f8b43ba35add0e-q03,13,3,rap_multiple_choice,"The word ""impediments"" in the passage is closest in meaning to",impediments,reading-rap-a5a1662900f8b43ba35add0e-passage-01-p02,2,598,609,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,13,1,True
6.7B,m1,reading-source-6-7b-m1-rap-08,reading-rap-fe8411639546b0b11ec79d0b,reading-rap-fe8411639546b0b11ec79d0b-q01,26,1,rap_multiple_choice,"The word ""persevere"" in the passage is closest in meaning to",persevere,reading-rap-fe8411639546b0b11ec79d0b-passage-01-p02,2,93,102,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,26,1,True
6.7B,m2,reading-source-6-7b-m2-rap-19,reading-rap-5a5d313c494dc11f7d69121b,reading-rap-5a5d313c494dc11f7d69121b-q01,11,1,rap_multiple_choice,"The word ""integrates"" in the passage is closest in meaning to",integrates,reading-rap-5a5d313c494dc11f7d69121b-passage-01-p01,1,26,36,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,11,1,True
6.7B,m2,reading-source-6-7b-m2-rap-19,reading-rap-5a5d313c494dc11f7d69121b,reading-rap-5a5d313c494dc11f7d69121b-q02,12,2,rap_multiple_choice,"The passage mentions all of the following as benefits of ""efficiency"" EXCEPT",efficiency,reading-rap-5a5d313c494dc11f7d69121b-passage-01-p02,2,5,15,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,12,1,True
6.7B,m2,reading-source-6-7b-m2-rap-19,reading-rap-5a5d313c494dc11f7d69121b,reading-rap-5a5d313c494dc11f7d69121b-q05,15,5,rap_multiple_choice,"According to the passage, the tendency of health informatics to emphasize data that ""fits neatly into templates"" should cause doctors to",fits neatly into templates,reading-rap-5a5d313c494dc11f7d69121b-passage-01-p03,3,120,146,HIGH,unique_exact_quoted_text,DOCX highlighted text exactly equals one quoted word/phrase in exactly one question in the passage group.,15,1,True
