question_id,set_id,set_title,question_order,prompt,sentence_template,blank_count,options_text,correct_order_text,distractors_text,final_sentence,grammar_tags_text
202606-0616-1-Q01,202606-0616-1,6.16 - 1,1,Which song are you practicing for the recital?,______ ______ ______ ______ ______ ______.,6,"[""practicing the"", ""piece"", ""my"", ""that"", ""I'm"", ""professor suggested""]","[""I'm"", ""practicing the"", ""piece"", ""that"", ""my"", ""professor suggested""]",[],I'm practicing the piece that my professor suggested.,
202606-0616-1-Q02,202606-0616-1,6.16 - 1,2,I need to finish reading this book for my literature class.,______ ______ ______ ______ ______ ______ ______ your class?,7,"[""it"", ""before"", ""you"", ""do"", ""have"", ""enough time"", ""to finish""]","[""do"", ""you"", ""have"", ""enough time"", ""to finish"", ""it"", ""before""]",[],Do you have enough time to finish it before your class?,
202606-0616-1-Q03,202606-0616-1,6.16 - 1,3,I heard there will be a meeting next week for the student interns.,______ ______ ______ ______ ______ everyone?,5,"[""do you"", ""for"", ""is mandatory"", ""know if"", ""the meeting""]","[""do you"", ""know if"", ""the meeting"", ""is mandatory"", ""for""]",[],Do you know if the meeting is mandatory for everyone?,
202606-0616-1-Q04,202606-0616-1,6.16 - 1,4,Why did you decide to apply for an internship for that company?,______ ______ ______ ______ ______ ______ opportunities.,6,"[""was based on"", ""best career"", ""growth"", ""my choice"", ""the company that"", ""offers the""]","[""my choice"", ""was based on"", ""the company that"", ""offers the"", ""best career"", ""growth""]",[],My choice was based on the company that offers the best career growth opportunities.,
202606-0616-1-Q05,202606-0616-1,6.16 - 1,5,Why didn't you read the book I recommended?,______ ______ ______ ______ ______ ______ finish it.,6,"[""to return"", ""I could"", ""to the library"", ""it"", ""I had"", ""before""]","[""I had"", ""to return"", ""it"", ""to the library"", ""before"", ""I could""]",[],I had to return it to the library before I could finish it.,
202606-0616-1-Q06,202606-0616-1,6.16 - 1,6,What is the best place to get coffee off campus?,______ ______ ______ ______ ______ ______.,6,"[""that is"", ""has the"", ""next to"", ""the café"", ""best coffee"", ""the office towers""]","[""the café"", ""that is"", ""next to"", ""the office towers"", ""has the"", ""best coffee""]",[],The café that is next to the office towers has the best coffee.,
202606-0616-1-Q07,202606-0616-1,6.16 - 1,7,Why didn't you attend the biology lecture yesterday?,______ ______ ______ ______ ______ ______ miss.,6,"[""had"", ""I"", ""gathering"", ""that I"", ""couldn't"", ""a family""]","[""I"", ""had"", ""a family"", ""gathering"", ""that I"", ""couldn't""]",[],I had a family gathering that I couldn't miss.,
202606-0616-1-Q08,202606-0616-1,6.16 - 1,8,I just got back from the new art gallery downtown.,______ you ______ ______ ______ ______?,5,"[""exhibits"", ""did"", ""see"", ""any of"", ""the student""]","[""did"", ""see"", ""any of"", ""the student"", ""exhibits""]",[],Did you see any of the student exhibits?,
202606-0616-1-Q09,202606-0616-1,6.16 - 1,9,Did you find the information you were looking for?,______ ______ ______ ______.,4,"[""it"", ""online"", ""wasn't"", ""available""]","[""it"", ""wasn't"", ""available"", ""online""]",[],It wasn't available online.,
202606-0616-1-Q10,202606-0616-1,6.16 - 1,10,I really enjoyed the workshop yesterday.,Can you ______ ______ ______ ______ ______ ______?,6,"[""that"", ""scheduled"", ""if there are"", ""more"", ""tell me"", ""sessions like""]","[""tell me"", ""if there are"", ""more"", ""sessions like"", ""that"", ""scheduled""]",[],Can you tell me if there are more sessions like that scheduled?,
202606-0616-2-Q01,202606-0616-2,6.16 - 2,1,Did you enjoy the art exhibition?,______ ______ ______ ______ ______ ______.,6,"[""obstruct"", ""appealing"", ""the artwork"", ""find"", ""not"", ""did"", ""I""]","[""I"", ""did"", ""not"", ""find"", ""the artwork"", ""appealing""]","[""obstruct""]",I did not find the artwork appealing.,
202606-0616-2-Q02,202606-0616-2,6.16 - 2,2,Why are you using that laptop?,______ ______ ______ ______ ______ ______ project.,6,"[""it's the"", ""my"", ""software that I"", ""need for"", ""one that"", ""has the""]","[""it's the"", ""one that"", ""has the"", ""software that I"", ""need for"", ""my""]",[],It's the one that has the software that I need for my project.,
202606-0616-2-Q03,202606-0616-2,6.16 - 2,3,I need to submit the project by Friday.,______ you ______ ______ ______ ______?,5,"[""complete"", ""the"", ""did"", ""final"", ""draft""]","[""did"", ""complete"", ""the"", ""final"", ""draft""]",[],Did you complete the final draft?,
202606-0616-2-Q04,202606-0616-2,6.16 - 2,4,I'm going to the new student art exhibition this weekend.,______ you ______ ______ ______ ______ advance?,5,"[""in"", ""do"", ""need"", ""tickets"", ""to buy""]","[""do"", ""need"", ""to buy"", ""tickets"", ""in""]",[],Do you need to buy tickets in advance?,
202606-0616-2-Q05,202606-0616-2,6.16 - 2,5,Is your friend coming to class?,"______, ______ has ______ ______ ______.",5,"[""an appointment"", ""she"", ""that time"", ""at"", ""no""]","[""no"", ""she"", ""an appointment"", ""at"", ""that time""]",[],"No, she has an appointment at that time.",
202606-0616-2-Q06,202606-0616-2,6.16 - 2,6,Where did you learn to play the piano?,I took ______ ______ ______ ______ ______ ______.,6,"[""the music"", ""school"", ""that is"", ""on"", ""campus"", ""lessons at""]","[""lessons at"", ""the music"", ""school"", ""that is"", ""on"", ""campus""]",[],I took lessons at the music school that is on campus.,
202606-0616-2-Q07,202606-0616-2,6.16 - 2,7,My roommate and I are going to rearrange our dorm room.,______ ______ are ______ ______ ______ ______?,6,"[""to"", ""changes"", ""planning"", ""make"", ""what"", ""you""]","[""what"", ""changes"", ""you"", ""planning"", ""to"", ""make""]",[],What changes are you planning to make?,
202606-0616-2-Q08,202606-0616-2,6.16 - 2,8,Did you see the new art exhibit at the museum near campus?,______ ______ ______ ______ ______ stunning.,5,"[""that were"", ""the main"", ""displayed in"", ""the paintings"", ""hall were""]","[""the paintings"", ""that were"", ""displayed in"", ""the main"", ""hall were""]",[],The paintings that were displayed in the main hall were stunning.,
202606-0616-2-Q09,202606-0616-2,6.16 - 2,9,I've been thinking about joining a new club at the university. Do you have any suggestions?,I heard ______ ______ ______ ______ ______ ______.,6,"[""environmental issues"", ""which you"", ""club that"", ""there's a"", ""focuses on"", ""might find interesting""]","[""there's a"", ""club that"", ""focuses on"", ""environmental issues"", ""which you"", ""might find interesting""]",[],I heard there's a club that focuses on environmental issues which you might find interesting.,
202606-0616-2-Q10,202606-0616-2,6.16 - 2,10,I have to submit my paper as soon as possible.,______ ______ ______ ______ ______?,5,"[""all"", ""gather"", ""sources"", ""did you"", ""the necessary""]","[""did you"", ""gather"", ""all"", ""the necessary"", ""sources""]",[],Did you gather all the necessary sources?,
202606-0617-1-Q01,202606-0617-1,6.17,1,Did you attend the university's time management workshop yesterday?,______ ______ was ______ ______ ______ ______.,6,"[""unable"", ""it"", ""no,"", ""to"", ""make"", ""I""]","[""no,"", ""I"", ""unable"", ""to"", ""make"", ""it""]",[],"No, I was unable to make it.",
202606-0617-1-Q02,202606-0617-1,6.17,2,Where did you find the recipe you used in our culinary class?,______ ______ ______ ______ ______ ______ ______.,7,"[""me"", ""gave"", ""has"", ""the cookbook"", ""mother"", ""it"", ""that my""]","[""the cookbook"", ""that my"", ""mother"", ""gave"", ""me"", ""has"", ""it""]",[],The cookbook that my mother gave me has it.,
202606-0617-1-Q03,202606-0617-1,6.17,3,Are you planning to join the study skills class tomorrow?,______ ______ ______ ______ ______ ______ ______.,7,"[""class"", ""have"", ""I"", ""taking the"", ""of"", ""no"", ""intention""]","[""I"", ""have"", ""no"", ""intention"", ""of"", ""taking the"", ""class""]",[],I have no intention of taking the class.,
202606-0617-1-Q04,202606-0617-1,6.17,4,The school charity event last night was a huge success.,______ ______ ______ ______ ______ ______?,6,"[""to meet"", ""do you"", ""their goal"", ""they raised"", ""enough funds"", ""know if""]","[""do you"", ""know if"", ""they raised"", ""enough funds"", ""to meet"", ""their goal""]",[],Do you know if they raised enough funds to meet their goal?,
202606-0617-1-Q05,202606-0617-1,6.17,5,What concerns did they have about the class project?,They wanted ______ ______ ______ ______.,4,"[""leader has"", ""the selected"", ""what qualifications"", ""to know""]","[""to know"", ""what qualifications"", ""the selected"", ""leader has""]",[],They wanted to know what qualifications the selected leader has.,
202606-0617-1-Q06,202606-0617-1,6.17,6,I'm planning a weekend getaway to the mountains for our class.,______ ______ are ______ ______ ______ ______?,6,"[""you"", ""what"", ""planning"", ""do"", ""activities"", ""to""]","[""what"", ""activities"", ""you"", ""planning"", ""to"", ""do""]",[],What activities are you planning to do?,
202606-0617-1-Q07,202606-0617-1,6.17,7,What did the researcher say about the study findings?,______ ______ ______ ______ ______ ______.,6,"[""she"", ""future policies"", ""explained"", ""the results could"", ""impact"", ""how""]","[""she"", ""explained"", ""how"", ""the results could"", ""impact"", ""future policies""]",[],She explained how the results could impact future policies.,
202606-0617-1-Q08,202606-0617-1,6.17,8,I'm considering taking the advanced computer programming course.,______ you ______ ______ ______?,4,"[""the"", ""reviewed"", ""have"", ""prerequisites""]","[""have"", ""reviewed"", ""the"", ""prerequisites""]",[],Have you reviewed the prerequisites?,
202606-0617-1-Q09,202606-0617-1,6.17,9,What did that new student ask you?,He wanted ______ ______ ______ ______.,4,"[""which supermarket"", ""to know"", ""was closest"", ""to campus""]","[""to know"", ""which supermarket"", ""was closest"", ""to campus""]",[],He wanted to know which supermarket was closest to campus.,
202606-0617-1-Q10,202606-0617-1,6.17,10,Who is attending the workshop tomorrow?,______ knows ______ ______ ______ ______.,5,"[""it"", ""my classmate"", ""signed up"", ""who"", ""for""]","[""my classmate"", ""who"", ""signed up"", ""for"", ""it""]",[],My classmate knows who signed up for it.,
