question_id,set_id,set_title,question_order,prompt,sentence_template,blank_count,options_text,correct_order_text,distractors_text,final_sentence,grammar_tags_text
202602-0218-2-Q01,202602-0218-2,2.18 - 2,1,Why didn’t you attend the biology workshop on Tuesday?,______ ______ ______ ______ ______ ______ canceled.,6,"[""take"", ""the workshop"", ""was"", ""that was"", ""supposed to"", ""place""]","[""the workshop"", ""that was"", ""supposed to"", ""take"", ""place"", ""was""]",[],The workshop that was supposed to take place was canceled.,relative clause; infinitive/to phrase; be supposed to
202602-0218-2-Q02,202602-0218-2,2.18 - 2,2,Why didn’t you come to the literature symposium yesterday?,______ ______ ______ ______ ______ ______.,6,"[""received"", ""email I"", ""the"", ""the wrong"", ""had"", ""time listed""]","[""the"", ""email I"", ""received"", ""had"", ""the wrong"", ""time listed""]",[],The email I received had the wrong time listed.,basic sentence order
202602-0218-2-Q03,202602-0218-2,2.18 - 2,3,Were you able to solve the final math problem for the algebra assignment?,______ couldn’t ______ ______ ______ ______.,5,"[""correct"", ""I"", ""solution"", ""the"", ""determine""]","[""I"", ""determine"", ""the"", ""correct"", ""solution""]",[],I couldn't determine the correct solution.,negative sentence
202602-0218-2-Q04,202602-0218-2,2.18 - 2,4,Why didn’t you read the book I recommended?,______ ______ ______ ______ ______ ______ finish it.,6,"[""to return"", ""I could"", ""to the library"", ""it"", ""I had"", ""before""]","[""I had"", ""to return"", ""it"", ""to the library"", ""before"", ""I could""]",[],I had to return it to the library before I could finish it.,modal/auxiliary; infinitive/to phrase
202602-0218-2-Q05,202602-0218-2,2.18 - 2,5,Why do you prefer that off-campus park for jogging?,______ ______ ______ ______ ______ ______ favorite.,6,"[""is my"", ""the best"", ""that"", ""trails"", ""the park"", ""has""]","[""the park"", ""that"", ""has"", ""the best"", ""trails"", ""is my""]",[],The park that has the best trails is my favorite.,relative clause; comparison/superlative
202602-0218-2-Q06,202602-0218-2,2.18 - 2,6,Why do you prefer this study method?,______ ______ ______ ______ to ______ ______ ______ me.,7,"[""work"", ""tutor recommended"", ""seems"", ""best"", ""that my"", ""the technique"", ""for""]","[""the technique"", ""that my"", ""tutor recommended"", ""seems"", ""work"", ""best"", ""for""]",[],The technique that my tutor recommended seems to work best for me.,relative clause; infinitive/to phrase; comparison/superlative
202602-0218-2-Q07,202602-0218-2,2.18 - 2,7,What is your favorite place to relax?,______ ______ ______ ______ ______ ______ favorite spot.,6,"[""my"", ""park that"", ""the"", ""is"", ""is close"", ""to campus""]","[""the"", ""park that"", ""is close"", ""to campus"", ""is"", ""my""]",[],The park that is close to campus is my favorite spot.,relative clause; infinitive/to phrase; comparison/superlative
202602-0218-2-Q08,202602-0218-2,2.18 - 2,8,Did you enjoy the lecture on modern art?,______ did ______ ______ ______ ______ ______.,6,"[""find"", ""very"", ""I"", ""not"", ""engaging"", ""it""]","[""I"", ""not"", ""find"", ""it"", ""very"", ""engaging""]",[],I did not find it very engaging.,negative sentence
202602-0218-2-Q09,202602-0218-2,2.18 - 2,9,I signed up for the school's coding workshop next month.,Can ______ ______ ______ ______ ______?,5,"[""you"", ""it’s suitable"", ""me whether"", ""tell"", ""for beginners?""]","[""you"", ""tell"", ""me whether"", ""it’s suitable"", ""for beginners?""]",[],Can you tell me whether it's suitable for beginners?,embedded/indirect question; modal/auxiliary
202602-0218-2-Q10,202602-0218-2,2.18 - 2,10,What is the best place to get coffee off campus?,______ ______ ______ ______ ______ ______.,6,"[""that is"", ""has the"", ""next to"", ""the café"", ""best coffee"", ""the office towers""]","[""the café"", ""that is"", ""next to"", ""the office towers"", ""has the"", ""best coffee""]",[],The café that is next to the office towers has the best coffee.,relative clause; infinitive/to phrase; comparison/superlative
202602-0223-2-Q01,202602-0223-2,2.23 - 2,1,The university’s conference on climate change was very informative.,______ ______ ______ ______ ______ online?,5,"[""be available"", ""the keynote"", ""speech will"", ""do you"", ""know if""]","[""do you"", ""know if"", ""the keynote"", ""speech will"", ""be available""]",[],Do you know if the keynote speech will be available online?,embedded/indirect question; modal/auxiliary
202602-0223-2-Q02,202602-0223-2,2.23 - 2,2,I finally turned in my assignment last night.,______ ______ ______ ______ ______ ______ yet?,6,"[""Do you"", ""the professor"", ""has started grading"", ""know"", ""them"", ""if""]","[""Do you"", ""know"", ""if"", ""the professor"", ""has started grading"", ""them""]",[],Do you know if the professor has started grading them yet?,embedded/indirect question
202602-0223-2-Q03,202602-0223-2,2.23 - 2,3,The new library is opening soon.,______ you ______ ______ ______ ______ ______?,6,"[""they"", ""do"", ""hours during exams"", ""know"", ""will have extended"", ""if""]","[""do"", ""know"", ""if"", ""they"", ""will have extended"", ""hours during exams""]",[],Do you know if they will have extended hours during exams?,embedded/indirect question; modal/auxiliary
202602-0223-2-Q04,202602-0223-2,2.23 - 2,4,The presentation you gave was very insightful.,______ ______ ______ ______ ______ ______ afterward?,6,"[""know"", ""had"", ""any questions"", ""do you"", ""if"", ""the audience""]","[""do you"", ""know"", ""if"", ""the audience"", ""had"", ""any questions""]",[],Do you know if the audience had any questions afterward?,embedded/indirect question; have + noun phrase
202602-0223-2-Q05,202602-0223-2,2.23 - 2,5,The journalism department’s workshop on effective communication skills was very helpful.,______ ______ ______ ______ ______ month?,5,"[""Have you"", ""heard whether"", ""be another"", ""there will"", ""session next""]","[""Have you"", ""heard whether"", ""there will"", ""be another"", ""session next""]",[],Have you heard whether there will be another session next month?,embedded/indirect question; there be; modal/auxiliary
202602-0223-2-Q06,202602-0223-2,2.23 - 2,6,Where did you get that backpack?,______ ______ ______ store ______ ______ ______ discount.,6,"[""offers"", ""from the"", ""I got"", ""a student"", ""it"", ""that""]","[""I got"", ""it"", ""from the"", ""that"", ""offers"", ""a student""]",[],I got it from the store that offers a student discount.,relative clause
202602-0223-2-Q07,202602-0223-2,2.23 - 2,7,Why didn’t you bring the book to class?,______ ______ ______ ______ ______ ______.,6,"[""my dorm"", ""left"", ""room"", ""I accidentally"", ""desk in"", ""it on the""]","[""I accidentally"", ""left"", ""it on the"", ""desk in"", ""my dorm"", ""room""]",[],I accidentally left it on the desk in my dorm room.,basic sentence order
202602-0223-2-Q08,202602-0223-2,2.23 - 2,8,Where can we go for lunch today?,______ ______ just opened ______ ______.,4,"[""downtown looks"", ""promising"", ""the restaurant"", ""that""]","[""the restaurant"", ""that"", ""downtown looks"", ""promising""]",[],The restaurant that just opened downtown looks promising.,relative clause
202602-0223-2-Q09,202602-0223-2,2.23 - 2,9,Why didn’t you go to the freshman orientation dinner last night?,______ ______ ______ ______ ______ ______ address.,6,"[""The invitation"", ""received"", ""had"", ""wrong"", ""the"", ""I""]","[""The invitation"", ""I"", ""received"", ""had"", ""the"", ""wrong""]",[],The invitation I received had the wrong address.,basic sentence order
202602-0223-2-Q10,202602-0223-2,2.23 - 2,10,Why aren’t you using the new software for the class project?,______ ______ ______ ______ ______ ______ bugs.,6,"[""This new version"", ""lot"", ""has a"", ""last month"", ""they released"", ""of""]","[""This new version"", ""they released"", ""last month"", ""has a"", ""lot"", ""of""]",[],This new version they released last month has a lot of bugs.,basic sentence order
202602-0225-1-Q01,202602-0225-1,2.25 - 1,1,Are you going to the class dinner tonight?,"I’m sorry, but ______ ______ ______ ______ ______ ______.",6,"[""do"", ""none"", ""have"", ""time"", ""not"", ""I"", ""to attend""]","[""I"", ""do"", ""not"", ""have"", ""time"", ""to attend""]","[""none""]","I’m sorry, but I do not have time to attend.",negative sentence; infinitive/to phrase
202602-0225-1-Q02,202602-0225-1,2.25 - 1,2,Did you attend the team-building exercise last weekend?,______ ______ ______ ______ ______.,5,"[""able"", ""participate"", ""to"", ""wasn’t"", ""I""]","[""I"", ""wasn’t"", ""able"", ""to"", ""participate""]",[],I wasn't able to participate.,negative sentence; infinitive/to phrase; be able to
202602-0225-1-Q03,202602-0225-1,2.25 - 1,3,I signed up for the painting class next week.,______ ______ ______ ______ ______ ______?,6,"[""I need"", ""there are"", ""to bring"", ""know if"", ""any materials"", ""do you""]","[""do you"", ""know if"", ""there are"", ""any materials"", ""I need"", ""to bring""]",[],Do you know if there are any materials I need to bring?,embedded/indirect question; there be; infinitive/to phrase
202602-0225-1-Q04,202602-0225-1,2.25 - 1,4,Where did you get that information?,______ read it ______ ______ ______ ______ ______.,6,"[""in"", ""that"", ""was"", ""the research paper"", ""published last week"", ""I""]","[""I"", ""in"", ""the research paper"", ""that"", ""was"", ""published last week""]",[],I read it in the research paper that was published last week.,relative clause
202602-0225-1-Q05,202602-0225-1,2.25 - 1,5,What did you discuss with the professor?,She ______ ______ ______ ______ ______ ______ ______.,7,"[""when"", ""to complete"", ""my"", ""I plan"", ""to know"", ""as"", ""wanted"", ""assignment""]","[""wanted"", ""to know"", ""when"", ""I plan"", ""to complete"", ""my"", ""assignment""]","[""as""]",She wanted to know when I plan to complete my assignment.,embedded/indirect question; infinitive/to phrase
202602-0225-1-Q06,202602-0225-1,2.25 - 1,6,Do you have a question about the interview process for the research position at the chemistry department?,Yes. Do ______ ______ ______ ______ ______ ______ the head of the department?,6,"[""will"", ""stopped"", ""know"", ""if"", ""I"", ""you"", ""speak with""]","[""you"", ""know"", ""if"", ""I"", ""will"", ""speak with""]","[""stopped""]",Yes. Do you know if I will speak with the head of the department?,embedded/indirect question; modal/auxiliary
202602-0225-1-Q07,202602-0225-1,2.25 - 1,7,Are you planning to attend the workshop on Saturday?,______ have ______ ______ ______ ______.,5,"[""I"", ""no"", ""of"", ""going"", ""intention""]","[""I"", ""no"", ""intention"", ""of"", ""going""]",[],I have no intention of going.,negative sentence; have + noun phrase
202602-0225-1-Q08,202602-0225-1,2.25 - 1,8,Will you be attending the conference next week?,______ ______ ______ ______ ______ ______ dates.,6,"[""those"", ""will"", ""available"", ""I"", ""not"", ""am"", ""during""]","[""I"", ""am"", ""not"", ""available"", ""during"", ""those""]","[""will""]",I am not available during those dates.,negative sentence
202602-0225-1-Q09,202602-0225-1,2.25 - 1,9,Did you meet anyone new at the club fair?,______ ______ ______ ______ ______ ______ ______.,7,"[""attend the event"", ""to"", ""the"", ""time"", ""find"", ""didn’t"", ""no, I""]","[""no, I"", ""didn’t"", ""find"", ""the"", ""time"", ""to"", ""attend the event""]",[],"No, I didn't find the time to attend the event.",negative sentence; infinitive/to phrase
202602-0225-1-Q10,202602-0225-1,2.25 - 1,10,Where did you get that information?,______ ______ our professor ______ ______ ______ ______.,6,"[""all"", ""the website"", ""has"", ""that"", ""details"", ""mentioned""]","[""the website"", ""that"", ""mentioned"", ""has"", ""all"", ""details""]",[],The website that our professor mentioned has all details.,relative clause
202602-0225-2-Q01,202602-0225-2,2.25 - 2,1,Did you attend the conference last week?,"Unfortunately, ______ ______ ______ ______ ______ ______ ______.",7,"[""allow"", ""did"", ""not"", ""no"", ""me"", ""to"", ""go"", ""my schedule""]","[""my schedule"", ""did"", ""not"", ""allow"", ""me"", ""to"", ""go""]","[""no""]","Unfortunately, my schedule did not allow me to go.",negative sentence; infinitive/to phrase
202602-0225-2-Q02,202602-0225-2,2.25 - 2,2,Why aren’t you joining us for lunch?,______ ______ ______ ______ ______ ______ ______.,7,"[""trying"", ""before"", ""the deadline"", ""a report"", ""I’m"", ""to"", ""finish""]","[""I’m"", ""trying"", ""to"", ""finish"", ""a report"", ""before"", ""the deadline""]",[],I'm trying to finish a report before the deadline.,infinitive/to phrase
202602-0225-2-Q03,202602-0225-2,2.25 - 2,3,Did you hear back from the interview you had for the job at the student center?,______ ______ ______ ______ ______ yet.,5,"[""me"", ""no,"", ""haven’t"", ""they"", ""contacted""]","[""no,"", ""they"", ""haven’t"", ""contacted"", ""me""]",[],"No, they haven't contacted me yet.",negative sentence
202602-0225-2-Q04,202602-0225-2,2.25 - 2,4,I’ve been studying French for a few months now.,______ ______ ______ ______ ______ ______?,6,"[""do"", ""how"", ""you"", ""speaking"", ""practice"", ""it""]","[""how"", ""do"", ""you"", ""practice"", ""speaking"", ""it""]",[],How do you practice speaking it?,basic sentence order
202602-0225-2-Q05,202602-0225-2,2.25 - 2,5,Are you going to the class picnic?,"Unfortunately, I ______ ______ ______ ______ ______ ______ ______ this year.",7,"[""to"", ""able"", ""will"", ""not"", ""make"", ""be"", ""it""]","[""will"", ""not"", ""be"", ""able"", ""to"", ""make"", ""it""]",[],"Unfortunately, I will not be able to make it this year.",negative sentence; modal/auxiliary; infinitive/to phrase; be able to
202602-0225-2-Q06,202602-0225-2,2.25 - 2,6,Do you plan to attend the workshop on Saturday?,"Unfortunately, ______ ______ have ______ ______ ______.",5,"[""I"", ""free time"", ""this weekend"", ""no"", ""am"", ""will""]","[""I"", ""will"", ""no"", ""free time"", ""this weekend""]","[""am""]","Unfortunately, I will have no free time this weekend.",negative sentence; modal/auxiliary; have + noun phrase
202602-0225-2-Q07,202602-0225-2,2.25 - 2,7,I heard that the science fair is happening next weekend.,______ ______ ______ ______ ______ afternoon?,5,"[""morning or"", ""in the"", ""know if"", ""do you"", ""it starts""]","[""do you"", ""know if"", ""it starts"", ""in the"", ""morning or""]",[],Do you know if it starts in the morning or afternoon?,embedded/indirect question
202602-0225-2-Q08,202602-0225-2,2.25 - 2,8,I want to start growing my own vegetables in the community garden on campus.,What types ______ ______ ______ ______ ______ ______?,6,"[""do"", ""plan"", ""to grow"", ""of"", ""you"", ""vegetables""]","[""of"", ""vegetables"", ""do"", ""you"", ""plan"", ""to grow""]",[],What types of vegetables do you plan to grow?,infinitive/to phrase
202602-0225-2-Q09,202602-0225-2,2.25 - 2,9,Are you going to attend the workshop hosted by the drama department?,______ ______ ______ ______ ______ time.,5,"[""I"", ""make it"", ""don’t think I"", ""this"", ""can""]","[""I"", ""don’t think I"", ""can"", ""make it"", ""this""]",[],I don't think I can make it this time.,negative sentence; modal/auxiliary
202602-0225-2-Q10,202602-0225-2,2.25 - 2,10,How was your semester abroad in Italy?,______ ______ ______ were ______.,4,"[""the places"", ""visited"", ""we"", ""breathtaking""]","[""the places"", ""we"", ""visited"", ""breathtaking""]",[],The places we visited were breathtaking.,basic sentence order
