question_id,set_id,set_title,question_order,prompt,sentence_template,blank_count,options_text,correct_order_text,distractors_text,final_sentence,grammar_tags_text
202603-0324-Q03,202603-0324,3.24,3,Where do you plan to buy your school uniform?,______ ______ ______ ______ ______ ______ clothing items.,6,"[""the required"", ""that"", ""is"", ""has"", ""downtown"", ""the boutique""]","[""the boutique"", ""that"", ""is"", ""downtown"", ""has"", ""the required""]",[],The boutique that is downtown has the required clothing items.,
202603-0324-Q04,202603-0324,3.24,4,Why didn’t you attend the biology workshop on Tuesday?,______ ______ ______ ______ ______ ______ canceled.,6,"[""take"", ""the workshop"", ""was"", ""that was"", ""supposed to"", ""place""]","[""the workshop"", ""that was"", ""supposed to"", ""take"", ""place"", ""was""]",[],The workshop that was supposed to take place was canceled.,
202603-0324-Q05,202603-0324,3.24,5,Where did you leave your textbooks?,______ ______ ______ ______ ______ ______ ______.,7,"[""that"", ""in the"", ""they are"", ""has"", ""blue walls"", ""classroom"", ""the""]","[""they are"", ""in the"", ""classroom"", ""that"", ""has"", ""the"", ""blue walls""]",[],They are in the classroom that has the blue walls.,
202603-0324-Q06,202603-0324,3.24,6,Where did you buy those shoes for gym class?,______ ______ ______ ______ ______ ______ ______ them.,7,"[""big"", ""the store"", ""is"", ""offering"", ""that is"", ""selling"", ""discounts""]","[""the store"", ""that is"", ""offering"", ""big"", ""discounts"", ""is"", ""selling""]",[],The store that is offering big discounts is selling them.,
202603-0324-Q07,202603-0324,3.24,7,What is the best place to get coffee off campus?,______ ______ ______ ______ ______ ______.,6,"[""that is"", ""has the"", ""next to"", ""the café"", ""best coffee"", ""the office towers""]","[""the café"", ""that is"", ""next to"", ""the office towers"", ""has the"", ""best coffee""]",[],The café that is next to the office towers has the best coffee.,
202603-0324-Q08,202603-0324,3.24,8,Which university did you choose to attend?,______ ______ ______ ______ ______ ______ ______ choice.,7,"[""was my"", ""that offers"", ""the university"", ""programs for"", ""my major"", ""the best"", ""first""]","[""the university"", ""that offers"", ""the best"", ""programs for"", ""my major"", ""was my"", ""first""]",[],The university that offers the best programs for my major was my first choice.,
202603-0324-Q09,202603-0324,3.24,9,Why do you prefer this study method?,______ ______ ______ ______ to ______ ______ ______ me.,7,"[""work"", ""tutor recommended"", ""seems"", ""best"", ""that my"", ""the technique"", ""for""]","[""the technique"", ""that my"", ""tutor recommended"", ""seems"", ""work"", ""best"", ""for""]",[],The technique that my tutor recommended seems to work best for me.,
202603-0324-Q10,202603-0324,3.24,10,Why are you feeling so anxious today?,______ ______ ______ ______ ______ this ______.,6,"[""week"", ""have"", ""I"", ""important"", ""test"", ""an""]","[""I"", ""have"", ""an"", ""important"", ""test"", ""week""]",[],I have an important test this week.,
202603-0325-Q01,202603-0325,3.25,1,Did you attend the class picnic last weekend?,______ ______ ______ ______ ______ ______.,6,"[""it"", ""I"", ""make"", ""to"", ""able"", ""wasn’t""]","[""I"", ""wasn’t"", ""able"", ""to"", ""make"", ""it""]",[],I wasn't able to make it.,
202603-0325-Q02,202603-0325,3.25,2,I have to submit my paper as soon as possible.,______ ______ ______ ______ ______?,5,"[""all"", ""gather"", ""sources"", ""did you"", ""the necessary""]","[""did you"", ""gather"", ""all"", ""the necessary"", ""sources""]",[],Did you gather all the necessary sources?,
202603-0325-Q03,202603-0325,3.25,3,I received an email from the professor about the fundraising event.,______ ______ ______ ______ ______?,5,"[""know if"", ""be a"", ""do you"", ""there will"", ""silent auction""]","[""do you"", ""know if"", ""there will"", ""be a"", ""silent auction""]",[],Do you know if there will be a silent auction?,
202603-0325-Q04,202603-0325,3.25,4,The schedule for next week’s conference was just finalized.,______ ______ ______ ______ ______ ______ the first day?,6,"[""know"", ""do you"", ""on"", ""be presenting"", ""team will"", ""if our""]","[""do you"", ""know"", ""if our"", ""team will"", ""be presenting"", ""on""]",[],Do you know if our team will be presenting on the first day?,
202603-0325-Q05,202603-0325,3.25,5,Did you find the lecture on ancient history interesting?,______ ______ ______ ______ ______ ______ for me.,6,"[""of"", ""the"", ""none"", ""topics"", ""engaging"", ""were""]","[""none"", ""of"", ""the"", ""topics"", ""were"", ""engaging""]",[],None of the topics were engaging for me.,
202603-0325-Q06,202603-0325,3.25,6,What did you think about the lecture?,I was ______ ______ ______ ______ ______.,5,"[""the professor"", ""final topic"", ""didn’t cover the"", ""curious"", ""why""]","[""curious"", ""why"", ""the professor"", ""didn’t cover the"", ""final topic""]",[],I was curious why the professor didn't cover the final topic.,
202603-0325-Q07,202603-0325,3.25,7,What is your favorite place to go hiking?,______ that is ______ ______ ______ ______ ______.,6,"[""is"", ""favorite"", ""located near"", ""my"", ""the walking trail"", ""the school""]","[""the walking trail"", ""located near"", ""the school"", ""is"", ""my"", ""favorite""]",[],The walking trail that is located near the school is my favorite.,
202603-0325-Q08,202603-0325,3.25,8,Why did you buy that brand of laptop?,______ ______ ______ ______ ______ ______ choice.,6,"[""the highest"", ""the one"", ""customer ratings"", ""that has"", ""best"", ""seemed like the""]","[""the one"", ""that has"", ""the highest"", ""customer ratings"", ""seemed like the"", ""best""]",[],The one that has the highest customer ratings seemed like the best choice.,
202603-0325-Q09,202603-0325,3.25,9,What did Michael say to you?,He was curious ______ ______ ______ ______ ______ ______ ______.,7,"[""we"", ""so"", ""why"", ""about"", ""late to"", ""arrived"", ""did"", ""the graduation ceremony""]","[""about"", ""why"", ""we"", ""arrived"", ""so"", ""late to"", ""the graduation ceremony""]","[""did""]",He was curious about why we arrived so late to the graduation ceremony.,
202603-0325-Q10,202603-0325,3.25,10,I’m planning to visit my family during school vacation.,______ ______ do ______ ______ ______?,5,"[""What"", ""activities"", ""have"", ""you"", ""planned""]","[""What"", ""activities"", ""you"", ""have"", ""planned""]",[],What activities do you have planned?,
202603-0329-Q01,202603-0329,3.29,1,Why haven’t you started the assignment?,______ ______ ______ ______ ______ ______ ______.,7,"[""waiting"", ""am"", ""I"", ""for"", ""additional"", ""information"", ""some""]","[""I"", ""am"", ""waiting"", ""for"", ""some"", ""additional"", ""information""]",[],I am waiting for some additional information.,
202603-0329-Q02,202603-0329,3.29,2,Are you joining us for the debate team practice session?,______ ______ ______ ______ ______ ______.,6,"[""I"", ""engagement"", ""have"", ""prior"", ""a"", ""no,""]","[""no,"", ""I"", ""have"", ""a"", ""prior"", ""engagement""]",[],"No, I have a prior engagement.",
202603-0329-Q03,202603-0329,3.29,3,Why didn’t you call me back after class?,______ ______ ______ ______ ______ ______ ______.,7,"[""charger"", ""I"", ""couldn’t"", ""find"", ""died and"", ""my"", ""my phone battery""]","[""my phone battery"", ""died and"", ""I"", ""couldn’t"", ""find"", ""my"", ""charger""]",[],My phone battery died and I couldn't find my charger.,
202603-0329-Q04,202603-0329,3.29,4,Why haven’t you been to the new recreational center on campus?,______ ______ ______ ______ ______ ______ ______.,7,"[""busy"", ""it"", ""I’ve been"", ""too"", ""out"", ""to"", ""try""]","[""I’ve been"", ""too"", ""busy"", ""to"", ""try"", ""it"", ""out""]",[],I’ve been too busy to try it out.,
202603-0329-Q05,202603-0329,3.29,5,Where did you purchase the supplies for class?,______ ______ ______ ______ ______ ______ ______?,7,"[""if they"", ""like to"", ""offer"", ""know"", ""student"", ""discounts"", ""would you""]","[""would you"", ""like to"", ""know"", ""if they"", ""offer"", ""student"", ""discounts""]",[],Would you like to know if they offer student discounts?,
202603-0329-Q06,202603-0329,3.29,6,Can we reschedule the meeting to after our afternoon classes?,"No, ______ ______ ______ ______ ______ ______ ______.",7,"[""changed and"", ""is"", ""the"", ""fixed"", ""be"", ""the time"", ""meeting can’t""]","[""the"", ""meeting can’t"", ""be"", ""changed and"", ""the time"", ""is"", ""fixed""]",[],"No, the meeting can't be changed and the time is fixed.",
202603-0329-Q07,202603-0329,3.29,7,Were you aware that we had a guest lecturer at the university?,______ ______ ______ ______ ______ ______ ______?,7,"[""if it"", ""do"", ""know"", ""you"", ""advertised"", ""online"", ""was""]","[""do"", ""you"", ""know"", ""if it"", ""was"", ""advertised"", ""online""]",[],Do you know if it was advertised online?,
202603-0329-Q08,202603-0329,3.29,8,Are you coming to the end-of-semester party?,______ ______ ______ ______ ______ ______ ______.,7,"[""another"", ""evening"", ""engagement"", ""that"", ""no,"", ""I"", ""have""]","[""no,"", ""I"", ""have"", ""another"", ""engagement"", ""that"", ""evening""]",[],"No, I have another engagement that evening.",
202603-0329-Q09,202603-0329,3.29,9,Are you planning to join the university’s new fitness club?,______ ______ ______ ______ ______ ______.,6,"[""current"", ""I"", ""gym"", ""prefer"", ""no,"", ""my""]","[""no,"", ""I"", ""prefer"", ""my"", ""current"", ""gym""]",[],"No, I prefer my current gym.",
202603-0329-Q10,202603-0329,3.29,10,Are you free for lunch tomorrow?,______ ______ ______ ______ ______ ______ ______.,7,"[""have"", ""I"", ""no,"", ""an important class"", ""scheduled at"", ""that"", ""time""]","[""no,"", ""I"", ""have"", ""an important class"", ""scheduled at"", ""that"", ""time""]",[],"No, I have an important class scheduled at that time.",
202603-0330-Q01,202603-0330,3.30,1,I’m going to attend the grand opening of the new student center this weekend.,______ ______ ______ ______ ______ ______ ______?,7,"[""planning"", ""what"", ""are"", ""to"", ""arrival"", ""time"", ""arrive"", ""you""]","[""what"", ""time"", ""are"", ""you"", ""planning"", ""to"", ""arrive""]","[""arrival""]",What time are you planning to arrive?,
202603-0330-Q02,202603-0330,3.30,2,Are you planning to attend the English language learning conference next month?,______ ______ ______ ______ ______ ______ ______ ______.,8,"[""I"", ""in"", ""never been"", ""interested"", ""types"", ""have"", ""those"", ""of events""]","[""I"", ""have"", ""never been"", ""interested"", ""in"", ""those"", ""types"", ""of events""]",[],I have never been interested in those types of events.,
202603-0330-Q03,202603-0330,3.30,3,Our biology professor sent us three emails this morning.,Can ______ ______ ______ ______ ______ ______?,6,"[""you"", ""the messages"", ""tell"", ""any of"", ""me if"", ""were important""]","[""you"", ""tell"", ""me if"", ""any of"", ""the messages"", ""were important""]",[],Can you tell me if any of the messages were important?,
202603-0330-Q04,202603-0330,3.30,4,There is a temporary art exhibition opening at the campus museum today.,Do ______ ______ ______ ______ ______ ______ ______?,7,"[""it"", ""weeks"", ""how many"", ""you"", ""know"", ""there"", ""will be""]","[""you"", ""know"", ""how many"", ""weeks"", ""it"", ""will be"", ""there""]",[],Do you know how many weeks it will be there?,
202603-0330-Q05,202603-0330,3.30,5,What did you think about our group report on climate change?,Can ______ ______ ______ ______ ______?,5,"[""you"", ""is reliable"", ""me whether"", ""tell"", ""the data""]","[""you"", ""tell"", ""me whether"", ""the data"", ""is reliable""]",[],Can you tell me whether the data is reliable?,
202603-0330-Q06,202603-0330,3.30,6,The biology seminar on Thursday was very informative.,______ ______ ______ ______ ______?,5,"[""Do"", ""the presentation"", ""available online"", ""you know if"", ""materials are""]","[""Do"", ""you know if"", ""the presentation"", ""materials are"", ""available online""]",[],Do you know if the presentation materials are available online?,
202603-0330-Q07,202603-0330,3.30,7,Did you manage to find the book you were looking for at the library?,______ ______ ______ ______ ______ ______ ______.,7,"[""so"", ""had"", ""available"", ""was not"", ""someone else"", ""checked it out"", ""it""]","[""someone else"", ""had"", ""checked it out"", ""so"", ""it"", ""was not"", ""available""]",[],Someone else had checked it out so it was not available.,
202603-0330-Q08,202603-0330,3.30,8,Are you attending the student council meeting tomorrow?,______ ______ ______ ______ ______ ______?,6,"[""the"", ""agenda"", ""know if"", ""sent out"", ""has been"", ""do you""]","[""do you"", ""know if"", ""the"", ""agenda"", ""has been"", ""sent out""]",[],Do you know if the agenda has been sent out?,
202603-0330-Q09,202603-0330,3.30,9,I just finished reading this fascinating book for class.,______ ______ ______ ______ ______ ______ for myself?,6,"[""can"", ""buy"", ""I"", ""copy"", ""where"", ""a""]","[""where"", ""can"", ""I"", ""buy"", ""a"", ""copy""]",[],Where can I buy a copy for myself?,
202603-0330-Q10,202603-0330,3.30,10,Which places should I visit in New York during our semester break?,Could you ______ ______ ______ ______ ______?,5,"[""or leisure"", ""if the trip"", ""know"", ""let me"", ""is for business""]","[""let me"", ""know"", ""if the trip"", ""is for business"", ""or leisure""]",[],Could you let me know if the trip is for business or leisure?,
202604-0401-Q01,202604-0401,4.1,1,What did Sarah say about the meeting tomorrow?,She ______ ______ ______ ______ ______ ______ ______.,7,"[""arrived late"", ""if it would"", ""be"", ""ok"", ""wanted"", ""to know"", ""if she""]","[""wanted"", ""to know"", ""if it would"", ""be"", ""ok"", ""if she"", ""arrived late""]",[],She wanted to know if it would be ok if she arrived late.,
202604-0401-Q02,202604-0401,4.1,2,Did you see the documentary(纪录片) they showed in the campus auditorium(礼堂) last week?,Can ______ ______ ______ ______ ______?,5,"[""watching"", ""me whether"", ""it’s worth"", ""you"", ""tell""]","[""you"", ""tell"", ""me whether"", ""it’s worth"", ""watching""]",[],Can you tell me whether it’s worth watching?,
202604-0401-Q03,202604-0401,4.1,3,I need to get my university-issued(大学发行的) laptop repaired this weekend.,______ ______ you ______ ______?,4,"[""where"", ""take"", ""will"", ""it""]","[""where"", ""will"", ""take"", ""it""]",[],Where will you take it?,
202604-0401-Q04,202604-0401,4.1,4,I heard you went to the new restaurant off campus. How was it?,Can you ______ ______ ______ ______ ______?,5,"[""the food"", ""asking about"", ""tell me"", ""or the atmosphere"", ""if you are""]","[""tell me"", ""if you are"", ""asking about"", ""the food"", ""or the atmosphere""]",[],Can you tell me if you are asking about the food or the atmosphere?,
202604-0401-Q05,202604-0401,4.1,5,I need to find a gift for my professor’s birthday.,______ does ______ ______?,3,"[""what"", ""she"", ""like""]","[""what"", ""she"", ""like""]",[],What does she like?,
202604-0401-Q06,202604-0401,4.1,6,I went to Paris during summer break. Would you like to hear about it?,Can ______ ______ ______ ______ ______ ______?,6,"[""you visited"", ""me whether"", ""Tower"", ""the Eiffel"", ""tell"", ""you""]","[""you"", ""tell"", ""me whether"", ""you visited"", ""the Eiffel"", ""Tower""]",[],Can you tell me whether you visited the Eiffel Tower?,
202604-0401-Q07,202604-0401,4.1,7,Are you ready for the presentation in biology class tomorrow?,______ ______ ______ ______ ______ ______ experiment.,6,"[""I’ve"", ""prepared"", ""that"", ""describes"", ""my"", ""a slideshow""]","[""I’ve"", ""prepared"", ""a slideshow"", ""that"", ""describes"", ""my""]",[],I’ve prepared a slideshow that describes my experiment.,
202604-0401-Q08,202604-0401,4.1,8,Did you talk to the new teaching assistant?,______ ______ ______ ______ office hours?,4,"[""know if"", ""she has"", ""do you"", ""any available""]","[""do you"", ""know if"", ""she has"", ""any available""]",[],Do you know if she has any available office hours?,
202604-0401-Q09,202604-0401,4.1,9,I’m planning a party for some of the computer science majors.,______ ______ ______ ______ ______?,5,"[""else"", ""you"", ""have"", ""invited"", ""who""]","[""who"", ""else"", ""have"", ""you"", ""invited""]",[],Who else have you invited?,
202604-0401-Q10,202604-0401,4.1,10,Have you picked a topic for your presentation?,______ ______ ______ ______ ______ ______ ______ a sustainable(可持续的) future.,7,"[""that"", ""energy"", ""I chose"", ""focuses on"", ""renewable"", ""and"", ""a theme""]","[""I chose"", ""a theme"", ""that"", ""focuses on"", ""renewable"", ""energy"", ""and""]",[],I chose a theme that focuses on renewable energy and a sustainable future.,
202604-0405-1-Q01,202604-0405-1,4.5 - 1,1,Why didn’t you reply to my message about the class assignment?,______ ______ ______ ______ until ______.,5,"[""it"", ""see"", ""didn’t"", ""I"", ""late""]","[""I"", ""didn’t"", ""see"", ""it"", ""late""]",[],I didn’t see it until late.,
202604-0405-1-Q02,202604-0405-1,4.5 - 1,2,Why didn’t you submit the application to graduate school?,______ ______ ______ ______ ______ ______ requirements.,6,"[""I wasn’t"", ""about"", ""sure"", ""of"", ""the"", ""some""]","[""I wasn’t"", ""sure"", ""about"", ""some"", ""of"", ""the""]",[],I wasn’t sure about some of the requirements.,
202604-0405-1-Q03,202604-0405-1,4.5 - 1,3,Are you going to the English department’s workshop on Thursday?,______ ______ ______ commitment ______ ______ ______.,6,"[""have"", ""that"", ""No, I"", ""a"", ""time"", ""at""]","[""No, I"", ""have"", ""a"", ""at"", ""that"", ""time""]",[],"No, I have a commitment at that time.",
202604-0405-1-Q04,202604-0405-1,4.5 - 1,4,Who did all the decorations for the university’s centennial(百年的) celebration?,I’m not ______ ______ ______ ______ ______ ______.,6,"[""responsible"", ""was"", ""for"", ""who"", ""sure"", ""them""]","[""sure"", ""who"", ""was"", ""responsible"", ""for"", ""them""]",[],I’m not sure who was responsible for them.,
202604-0405-1-Q05,202604-0405-1,4.5 - 1,5,Did you attend the university rugby match last night?,"No, ______ ______ ______ ______ ______ ______.",6,"[""couldn’t"", ""get"", ""in"", ""time"", ""I"", ""tickets""]","[""I"", ""couldn’t"", ""get"", ""tickets"", ""in"", ""time""]",[],"No, I couldn’t get tickets in time.",
202604-0405-1-Q06,202604-0405-1,4.5 - 1,6,Why didn’t you attend the college orientation seminar?,______ ______ to ______ ______ ______.,5,"[""in"", ""time"", ""forgot"", ""I"", ""register""]","[""I"", ""forgot"", ""register"", ""in"", ""time""]",[],I forgot to register in time.,
202604-0405-1-Q07,202604-0405-1,4.5 - 1,7,Where can I find the periodicals(期刊) section in the library?,______ ______ ______ ______ ______ ______ project?,6,"[""you need"", ""research"", ""do"", ""your"", ""a source"", ""for""]","[""do"", ""you need"", ""a source"", ""for"", ""your"", ""research""]",[],Do you need a source for your research project?,
202604-0405-1-Q08,202604-0405-1,4.5 - 1,8,What smoothie(冰沙) did the dining hall offer at breakfast today?,The one ______ ______ ______ ______ ______.,5,"[""comes"", ""berries"", ""fresh"", ""that"", ""with""]","[""that"", ""comes"", ""with"", ""fresh"", ""berries""]",[],The one that comes with fresh berries.,
202604-0405-1-Q09,202604-0405-1,4.5 - 1,9,Where can I get tickets for the university football game?,Have ______ ______ ______ ______ ______?,5,"[""checked"", ""their"", ""availability"", ""website for"", ""you""]","[""you"", ""checked"", ""their"", ""website for"", ""availability""]",[],Have you checked their website for availability?,
202604-0405-1-Q10,202604-0405-1,4.5 - 1,10,Have you heard about the student internship(实习) position?,______ ______ ______ ______ it’s ______ ______?,6,"[""available"", ""if"", ""you"", ""know"", ""do"", ""still""]","[""do"", ""you"", ""know"", ""if"", ""still"", ""available""]",[],Do you know if it’s still available?,
202604-0405-2-Q01,202604-0405-2,4.5 - 2,1,Why didn't you go to the choral concert at the university?,______ was feeling ______ ______ ______ ______ ______ ______,7,"[""stay"", ""decided"", ""unwell"", ""home"", ""to"", ""I"", ""and""]","[""I"", ""unwell"", ""and"", ""decided"", ""to"", ""stay"", ""home""]",[],I was feeling unwell and decided to stay home.,
202604-0405-2-Q02,202604-0405-2,4.5 - 2,2,Where did you buy that nice couch for your dorm room?,I bought ______ ______ ______ ______ ______ ______,6,"[""it from"", ""a shop"", ""in"", ""that specializes"", ""items"", ""vintage""]","[""it from"", ""a shop"", ""that specializes"", ""in"", ""vintage"", ""items""]",[],I bought it from a shop that specializes in vintage items.,
202604-0405-2-Q03,202604-0405-2,4.5 - 2,3,Who will be joining us for the Business Club meeting?,______ ______ ______ ______ ______ ______ attend.,6,"[""will"", ""marketing"", ""majors"", ""who"", ""in"", ""my classmate""]","[""my classmate"", ""who"", ""majors"", ""in"", ""marketing"", ""will""]",[],My classmate who majors in marketing will attend.,
202604-0405-2-Q04,202604-0405-2,4.5 - 2,4,Why did you buy that brand of laptop?,______ ______ ______ ______ ______ ______ choice.,6,"[""the highest"", ""the one"", ""customer ratings"", ""that has"", ""best"", ""seemed like the""]","[""the one"", ""that has"", ""the highest"", ""customer ratings"", ""seemed like the"", ""best""]",[],The one that has the highest customer ratings seemed like the best choice.,
202604-0405-2-Q05,202604-0405-2,4.5 - 2,5,Did you visit the museum during your semester break?,"______, ______ didn’t ______ ______ ______.",5,"[""time"", ""have"", ""I"", ""no"", ""any free""]","[""no"", ""I"", ""have"", ""any free"", ""time""]",[],"No, I didn’t have any free time.",
202604-0405-2-Q06,202604-0405-2,4.5 - 2,6,Why did you choose that science course?,It is ______ ______ ______ ______ ______ ______.,6,"[""expert in"", ""is an"", ""taught by"", ""a professor"", ""who"", ""the field""]","[""taught by"", ""a professor"", ""who"", ""is an"", ""expert in"", ""the field""]",[],It is taught by a professor who is an expert in the field.,
202604-0405-2-Q07,202604-0405-2,4.5 - 2,7,Why aren’t you participating in the debate?,______ ______ ______ ______ ______ ______ ______.,7,"[""the topic"", ""they"", ""me"", ""interest"", ""does"", ""chose"", ""not""]","[""the topic"", ""they"", ""chose"", ""does"", ""not"", ""interest"", ""me""]",[],The topic they chose does not interest me.,
202604-0405-2-Q08,202604-0405-2,4.5 - 2,8,Why are you carrying that heavy bag?,It has ______ ______ ______ ______ ______ ______.,6,"[""that I"", ""return to"", ""the"", ""some books"", ""need to"", ""campus library""]","[""some books"", ""that I"", ""need to"", ""return to"", ""the"", ""campus library""]",[],It has some books that I need to return to the campus library.,
202604-0405-2-Q09,202604-0405-2,4.5 - 2,9,How did you fix your computer?,I followed ______ ______ ______ ______ ______ ______.,6,"[""one step"", ""explained"", ""process"", ""at a time"", ""the"", ""a tutorial that""]","[""a tutorial that"", ""explained"", ""the"", ""process"", ""one step"", ""at a time""]",[],I followed a tutorial that explained the process one step at a time.,
202604-0405-2-Q10,202604-0405-2,4.5 - 2,10,Did you finish your homework?,"______, ______ haven’t ______ ______.",4,"[""I"", ""completed"", ""no"", ""it yet""]","[""no"", ""I"", ""completed"", ""it yet""]",[],"No, I haven’t completed it yet.",
202604-0405-3-Q01,202604-0405-3,4.5 - 3,1,Why didn't you reply to my message about the class assignment?,______ ______ ______ ______ until ______.,5,"[""it"", ""see"", ""didn’t"", ""I"", ""late""]","[""I"", ""didn’t"", ""see"", ""it"", ""late""]",[],I didn’t see it until late.,
202604-0405-3-Q02,202604-0405-3,4.5 - 3,2,Why didn't you submit the application to graduate school?,______ ______ ______ ______ ______ ______ requirements.,6,"[""I wasn’t"", ""about"", ""sure"", ""of"", ""the"", ""some""]","[""I wasn’t"", ""sure"", ""about"", ""some"", ""of"", ""the""]",[],I wasn’t sure about some of the requirements.,
202604-0405-3-Q03,202604-0405-3,4.5 - 3,3,Are you going to the English department's workshop on Thursday?,______ ______ ______ commitment ______ ______ ______.,6,"[""have"", ""that"", ""No, I"", ""a"", ""time"", ""at""]","[""No, I"", ""have"", ""a"", ""at"", ""that"", ""time""]",[],"No, I have a commitment at that time.",
202604-0405-3-Q04,202604-0405-3,4.5 - 3,4,Who did all the decorations for the university's centennial celebration?,I’m not ______ ______ ______ ______ ______ ______.,6,"[""responsible"", ""was"", ""for"", ""who"", ""sure"", ""them""]","[""sure"", ""who"", ""was"", ""responsible"", ""for"", ""them""]",[],I’m not sure who was responsible for them.,
202604-0405-3-Q05,202604-0405-3,4.5 - 3,5,. 5. Did you attend the university rugby match last night?,"No, ______ ______ ______ ______ ______ ______.",6,"[""couldn’t"", ""get"", ""in"", ""time"", ""I"", ""tickets""]","[""I"", ""couldn’t"", ""get"", ""tickets"", ""in"", ""time""]",[],"No, I couldn’t get tickets in time.",
202604-0405-3-Q06,202604-0405-3,4.5 - 3,6,Why didn't you attend the college orientation seminar?,______ ______ to ______ ______ ______.,5,"[""in"", ""time"", ""forgot"", ""I"", ""register""]","[""I"", ""forgot"", ""register"", ""in"", ""time""]",[],I forgot to register in time.,
202604-0405-3-Q07,202604-0405-3,4.5 - 3,7,Where can I find the periodicals section in the library?,______ ______ ______ ______ ______ ______ project?,6,"[""you need"", ""research"", ""do"", ""your"", ""a source"", ""for""]","[""do"", ""you need"", ""a source"", ""for"", ""your"", ""research""]",[],Do you need a source for your research project?,
202604-0405-3-Q08,202604-0405-3,4.5 - 3,8,What smoothie did the dining hall offer at breakfast today?,The one ______ ______ ______ ______ ______.,5,"[""comes"", ""berries"", ""fresh"", ""that"", ""with""]","[""that"", ""comes"", ""with"", ""fresh"", ""berries""]",[],The one that comes with fresh berries.,
202604-0405-3-Q09,202604-0405-3,4.5 - 3,9,Where can I get tickets for the university football game?,Have ______ ______ ______ ______ ______?,5,"[""checked"", ""their"", ""availability"", ""website for"", ""you""]","[""you"", ""checked"", ""their"", ""website for"", ""availability""]",[],Have you checked their website for availability?,
202604-0405-3-Q10,202604-0405-3,4.5 - 3,10,Have you heard about the student internship position?,______ ______ ______ ______ it’s ______ ______?,6,"[""available"", ""if"", ""you"", ""know"", ""do"", ""still""]","[""do"", ""you"", ""know"", ""if"", ""still"", ""available""]",[],Do you know if it’s still available?,
202604-0406-1-Q01,202604-0406-1,4.6 - 1,1,Are you going to study in the dorms tonight?,______ ______ ______ ______ ______ tonight.,5,"[""No, I"", ""have"", ""plans"", ""other"", ""study""]","[""No, I"", ""have"", ""other"", ""study"", ""plans""]",[],"No, I have other study plans tonight.",
202604-0406-1-Q02,202604-0406-1,4.6 - 1,2,Which internship did you have during the summer?,______ worked ______ ______ ______ ______ ______.,6,"[""aimed to reduce"", ""carbon emissions"", ""I"", ""that"", ""with"", ""a company""]","[""I"", ""with"", ""a company"", ""that"", ""aimed to reduce"", ""carbon emissions""]",[],I worked with a company that aimed to reduce carbon emissions.,
202604-0406-1-Q03,202604-0406-1,4.6 - 1,3,There's a carrer fair in the auditorium tomorrow.,______ ______ ______ ______ ______ afternoon?,5,"[""start"", ""going to"", ""is it"", ""in the"", ""morning or""]","[""is it"", ""going to"", ""start"", ""in the"", ""morning or""]",[],Is it going to start in the morning or afternoon?,
202604-0406-1-Q04,202604-0406-1,4.6 - 1,4,Are you planning to participate in the school's charity event this weekend?,"Unfortunately, ______ have ______ ______ ______ ______.",5,"[""time"", ""no"", ""participate"", ""I"", ""to""]","[""I"", ""no"", ""time"", ""to"", ""participate""]",[],"Unfortunately, I have no time to participate.",
202604-0406-1-Q05,202604-0406-1,4.6 - 1,5,Why didn't you bring the book to class?,______ ______ ______ ______ ______ ______.,6,"[""my dorm"", ""left"", ""room"", ""I accidentally"", ""desk in"", ""it on the""]","[""I accidentally"", ""left"", ""it on the"", ""desk in"", ""my dorm"", ""room""]",[],I accidentally left it on the desk in my dorm room.,
202604-0406-1-Q06,202604-0406-1,4.6 - 1,6,Our class is scheduled to have a meeting on Thursday.,______ ______ ______ ______ ______ ______ new project?,6,"[""includes a"", ""the agenda"", ""do you"", ""know if"", ""on the"", ""discussion""]","[""do you"", ""know if"", ""the agenda"", ""includes a"", ""discussion"", ""on the""]",[],Do you know if the agenda includes a discussion on the new project?,
202604-0406-1-Q07,202604-0406-1,4.6 - 1,7,I just got a new internship!,______ ______ ______ ______ you ______ ______?,6,"[""of"", ""be"", ""what type"", ""work"", ""will"", ""doing""]","[""what type"", ""of"", ""work"", ""will"", ""be"", ""doing""]",[],What type of work will you be doing?,
202604-0406-1-Q08,202604-0406-1,4.6 - 1,8,Are you going to the new cafe for lunch today?,"Sorry, but ______ ______ ______ time ______ ______ ______ if I did.",6,"[""complete"", ""destroyed"", ""my assignments"", ""I"", ""wouldn't have"", ""enough"", ""to""]","[""I"", ""wouldn't have"", ""enough"", ""to"", ""complete"", ""my assignments""]","[""destroyed""]","Sorry, but I wouldn't have enough time to complete my assignments if I did.",
202604-0406-1-Q09,202604-0406-1,4.6 - 1,9,Why didn't you come to the literature symposium yesterday?,______ ______ ______ ______ ______ ______.,6,"[""received"", ""email I"", ""the"", ""the wrong"", ""had"", ""time listed""]","[""the"", ""email I"", ""received"", ""had"", ""the wrong"", ""time listed""]",[],The email I received had the wrong time listed.,
202604-0406-1-Q10,202604-0406-1,4.6 - 1,10,What did the club advisor say during the meeting?,______ explained ______ ______ ______ ______ ______.,6,"[""the"", ""is being implemented"", ""policy"", ""he"", ""new"", ""why""]","[""he"", ""why"", ""the"", ""new"", ""policy"", ""is being implemented""]",[],He explained why the new policy is being implemented.,
